Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_checklist,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR2026806,WGS,PRJEB19780,SAMEA102765418,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"bam,sra","ena,gs,s3,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",2017-07-05,2018-11-16,ERX2085939,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102765418,ERP021844,SA-h2,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575135,ERS1575135,African Arabidopsis thaliana,78,1629854645,293680953,TAIR10,,
ERR2026807,WGS,PRJEB19780,SAMEA102766168,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"bam,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2017-07-05,2018-11-16,ERX2085940,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102766168,ERP021844,SA-h3,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575136,ERS1575136,African Arabidopsis thaliana,78,1505721611,269648072,TAIR10,,
ERR2026808,WGS,PRJEB19780,SAMEA102766918,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"sra,bam","ncbi,s3,gs,ena","ncbi.public,gs.US,s3.us-east-1,ena",2017-07-05,2018-11-16,ERX2085941,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102766918,ERP021844,SA-h4,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575137,ERS1575137,African Arabidopsis thaliana,65,1235861412,215297023,TAIR10,,
ERR2026809,WGS,PRJEB19780,SAMEA102767668,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",2017-07-05,2018-11-16,ERX2085942,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102767668,ERP021844,SA-h5,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575138,ERS1575138,African Arabidopsis thaliana,89,1311087772,236766972,TAIR10,,
ERR2026810,WGS,PRJEB19780,SAMEA102763168,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"bam,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2017-07-05,2018-11-16,ERX2085943,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102763168,ERP021844,Tanz-1,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575132,ERS1575132,African Arabidopsis thaliana,250,5749434000,2086332153,,,
ERR2026811,WGS,PRJEB19780,SAMEA102768418,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"bam,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2017-07-05,2018-11-16,ERX2085944,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102768418,ERP021844,Tanz-h1,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575139,ERS1575139,African Arabidopsis thaliana,90,1603692096,272410781,TAIR10,,
ERR2026812,WGS,PRJEB19780,SAMEA102769168,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"bam,sra","gs,ncbi,s3,ena","ncbi.public,ena,gs.US,s3.us-east-1",2017-07-05,2018-11-16,ERX2085945,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102769168,ERP021844,Tanz-h2,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575140,ERS1575140,African Arabidopsis thaliana,98,1580536772,255605121,TAIR10,,
ERR2026813,WGS,PRJEB19780,SAMEA102769918,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"sra,bam","gs,ncbi,s3,ena","ena,ncbi.public,gs.US,s3.us-east-1",2017-07-05,2018-11-16,ERX2085946,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2017-07-06T00:00:00Z,SAMEA102769918,ERP021844,Tanz-h3,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575141,ERS1575141,African Arabidopsis thaliana,131,1051215558,172761333,TAIR10,,
ERR3966323,WGS,PRJEB19780,SAMEA102766918,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2020-03-03,2020-03-02,ERX3969666,Illumina MiSeq,unspecified,PAIRED,unspecified,GENOMIC,Arabidopsis thaliana,ILLUMINA,2020-03-05T00:00:00Z,SAMEA102766918,ERP021844,SA-h4,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575137,ERS1575137,African Arabidopsis thaliana,300,96453000,56158864,,,
ERR3966324,WGS,PRJEB19780,SAMEA102767668,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2020-03-03,2020-03-02,ERX3969667,Illumina MiSeq,unspecified,PAIRED,unspecified,GENOMIC,Arabidopsis thaliana,ILLUMINA,2020-03-05T00:00:00Z,SAMEA102767668,ERP021844,SA-h5,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575138,ERS1575138,African Arabidopsis thaliana,300,114732000,66108937,,,
ERR3966325,WGS,PRJEB19780,SAMEA102768418,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2020-03-03,2020-03-02,ERX3969668,Illumina MiSeq,unspecified,PAIRED,unspecified,GENOMIC,Arabidopsis thaliana,ILLUMINA,2020-03-05T00:00:00Z,SAMEA102768418,ERP021844,Tanz-h1,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575139,ERS1575139,African Arabidopsis thaliana,300,75066900,42950877,,,
ERR3966326,WGS,PRJEB19780,SAMEA102769168,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2020-03-03,2020-03-02,ERX3969669,Illumina MiSeq,unspecified,PAIRED,unspecified,GENOMIC,Arabidopsis thaliana,ILLUMINA,2020-03-05T00:00:00Z,SAMEA102769168,ERP021844,Tanz-h2,ERC000011,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,2017-07-05T17:02:10Z,2017-05-29T14:09:18Z,public,ERS1575140,ERS1575140,African Arabidopsis thaliana,300,97007700,54879605,,,
ERR3966327,WGS,PRJEB19780,SAMEA102770668,MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2020-03-03,2020-03-02,ERX3969670,Illumina MiSeq,unspecified,PAIRED,unspecified,GENOMIC,Arabidopsis thaliana,ILLUMINA,2020-03-05T00:00:00Z,Alg-h1,ERP021844,,,,,,,,,,,300,141316200,82279922,,2020-03-03,2017-05-29
