sra_run	biosample	bioproject	instrument_model	library_layout	oa_id
SRR1945711	SAMN03326555	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6214
SRR1945712	SAMN03326556	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6216
SRR1945713	SAMN03326557	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6217
SRR1945714	SAMN03326558	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6218
SRR1945715	SAMN03326559	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6220
SRR1945716	SAMN03326560	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6221
SRR1945717	SAMN03326561	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6231
SRR1945718	SAMN03326562	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6235
SRR1945719	SAMN03326563	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6237
SRR1945720	SAMN03326564	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6238
SRR1945721	SAMN03326565	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6240
SRR1945722	SAMN03326566	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6241
SRR1945723	SAMN03326567	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6242
SRR1945724	SAMN03326568	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6243
SRR1945725	SAMN03326569	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6244
SRR1945726	SAMN03326570	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6252
SRR1945727	SAMN03326571	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6255
SRR1945728	SAMN03326572	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6258
SRR1945729	SAMN03326573	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6268
SRR1945730	SAMN03326574	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6276
SRR1945731	SAMN03326575	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6284
SRR1945732	SAMN03326576	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6296
SRR1945733	SAMN03326577	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6390
SRR1945734	SAMN03326578	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6396
SRR1945735	SAMN03326579	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6413
SRR1945736	SAMN03326580	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6424
SRR1945737	SAMN03326581	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6434
SRR1945738	SAMN03326582	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6445
SRR1945739	SAMN03326583	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6680
SRR1945740	SAMN03326584	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6739
SRR1945741	SAMN03326585	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6740
SRR1945742	SAMN03326586	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6744
SRR1945743	SAMN03326587	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6749
SRR1945744	SAMN03326588	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6750
SRR1945745	SAMN03326589	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6805
SRR1945746	SAMN03326590	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6806
SRR1945747	SAMN03326591	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6814
SRR1945748	SAMN03326592	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6830
SRR1945749	SAMN03326593	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6897
SRR1945750	SAMN03326594	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6898
SRR1945751	SAMN03326595	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6900
SRR1945752	SAMN03326596	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6901
SRR1945753	SAMN03326597	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6903
SRR1945754	SAMN03326598	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6904
SRR1945755	SAMN03326599	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6907
SRR1945756	SAMN03326600	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6908
SRR1945757	SAMN03326601	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6909
SRR1945758	SAMN03326602	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6911
SRR1945759	SAMN03326603	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6913
SRR1945760	SAMN03326604	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6915
SRR1945761	SAMN03326605	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6917
SRR1945762	SAMN03326606	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6918
SRR1945763	SAMN03326607	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6919
SRR1945764	SAMN03326608	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6920
SRR1945765	SAMN03326609	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6922
SRR1945766	SAMN03326610	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6923
SRR1945767	SAMN03326611	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6924
SRR1945768	SAMN03326612	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6926
SRR1945769	SAMN03326613	PRJNA273563	unspecified	PAIRED	OAKG6927
SRR1945770	SAMN03326614	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6929
SRR1945771	SAMN03326615	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6931
SRR1945772	SAMN03326616	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6932
SRR1945773	SAMN03326617	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6933
SRR1945774	SAMN03326618	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6938
SRR1945775	SAMN03326619	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6940
SRR1945776	SAMN03326620	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6943
SRR1945777	SAMN03326621	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6944
SRR1945778	SAMN03326622	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6945
SRR1945779	SAMN03326623	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6951
SRR1945780	SAMN03326624	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6956
SRR1945781	SAMN03326625	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6957
SRR1945782	SAMN03326626	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6958
SRR1945783	SAMN03326627	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6959
SRR1945784	SAMN03326628	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6960
SRR1945785	SAMN03326629	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6961
SRR1945786	SAMN03326630	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6963
SRR1945787	SAMN03326631	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6966
SRR1945788	SAMN03326632	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6967
SRR1945789	SAMN03326633	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6968
SRR1945790	SAMN03326634	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6969
SRR1945791	SAMN03326635	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6970
SRR1945792	SAMN03326636	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6971
SRR1945793	SAMN03326637	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6973
SRR1945794	SAMN03326638	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG6974
SRR1945795	SAMN03326639	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6975
SRR1945796	SAMN03326640	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6976
SRR1945797	SAMN03326641	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6979
SRR1945798	SAMN03326642	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6981
SRR1945799	SAMN03326643	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6982
SRR1945800	SAMN03326644	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6984
SRR1945801	SAMN03326645	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6986
SRR1945802	SAMN03326646	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6987
SRR1945803	SAMN03326647	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6989
SRR1945804	SAMN03326648	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6990
SRR1945805	SAMN03326649	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6992
SRR1945806	SAMN03326650	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG6997
SRR1945807	SAMN03326651	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7000
SRR1945808	SAMN03326652	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7002
SRR1945809	SAMN03326653	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7003
SRR1945810	SAMN03326654	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7008
SRR1945811	SAMN03326655	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7013
SRR1945812	SAMN03326656	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7014
SRR1945813	SAMN03326657	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7025
SRR1945814	SAMN03326658	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7026
SRR1945815	SAMN03326659	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7028
SRR1945816	SAMN03326660	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7031
SRR1945817	SAMN03326661	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7033
SRR1945818	SAMN03326662	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7036
SRR1945819	SAMN03326663	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7058
SRR1945820	SAMN03326664	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7061
SRR1945821	SAMN03326665	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7062
SRR1945822	SAMN03326666	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7063
SRR1945823	SAMN03326667	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7064
SRR1945824	SAMN03326668	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7067
SRR1945825	SAMN03326669	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7068
SRR1945826	SAMN03326670	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7071
SRR1945827	SAMN03326671	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7072
SRR1945828	SAMN03326672	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7077
SRR1945829	SAMN03326673	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7081
SRR1945830	SAMN03326674	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7092
SRR1945831	SAMN03326675	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7094
SRR1945832	SAMN03326676	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7096
SRR1945833	SAMN03326677	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7102
SRR1945834	SAMN03326678	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7103
SRR1945835	SAMN03326679	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7106
SRR1945836	SAMN03326680	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7107
SRR1945837	SAMN03326681	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7109
SRR1945838	SAMN03326682	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7111
SRR1945839	SAMN03326683	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7117
SRR1945840	SAMN03326684	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7119
SRR1945841	SAMN03326685	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7120
SRR1945842	SAMN03326686	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7125
SRR1945843	SAMN03326687	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7126
SRR1945844	SAMN03326688	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7127
SRR1945845	SAMN03326689	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7130
SRR1945846	SAMN03326690	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7133
SRR1945847	SAMN03326691	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7138
SRR1945848	SAMN03326692	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7143
SRR1945849	SAMN03326693	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7147
SRR1945850	SAMN03326694	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7158
SRR1945851	SAMN03326695	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7160
SRR1945852	SAMN03326696	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7161
SRR1945853	SAMN03326697	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7162
SRR1945854	SAMN03326698	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7163
SRR1945855	SAMN03326699	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7164
SRR1945856	SAMN03326700	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7165
SRR1945857	SAMN03326701	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7169
SRR1945858	SAMN03326702	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7177
SRR1945859	SAMN03326703	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7181
SRR1945860	SAMN03326704	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7183
SRR1945861	SAMN03326705	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7186
SRR1945862	SAMN03326706	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7192
SRR1945863	SAMN03326707	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7199
SRR1945864	SAMN03326708	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7202
SRR1945865	SAMN03326709	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7203
SRR1945866	SAMN03326710	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7207
SRR1945867	SAMN03326711	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7208
SRR1945868	SAMN03326712	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7209
SRR1945869	SAMN03326713	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7213
SRR1945870	SAMN03326714	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7217
SRR1945871	SAMN03326715	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7218
SRR1945872	SAMN03326716	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7223
SRR1945873	SAMN03326717	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7231
SRR1945874	SAMN03326718	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7236
SRR1945875	SAMN03326719	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7244
SRR1945876	SAMN03326720	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7248
SRR1945877	SAMN03326721	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7250
SRR1945878	SAMN03326722	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7255
SRR1945879	SAMN03326723	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7258
SRR1945880	SAMN03326724	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7268
SRR1945881	SAMN03326725	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7273
SRR1945882	SAMN03326726	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7276
SRR1945883	SAMN03326727	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7280
SRR1945884	SAMN03326728	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7282
SRR1945885	SAMN03326729	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7287
SRR1945886	SAMN03326730	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7288
SRR1945887	SAMN03326731	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7296
SRR1945888	SAMN03326732	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7298
SRR1945889	SAMN03326733	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7305
SRR1945890	SAMN03326734	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7306
SRR1945891	SAMN03326735	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7307
SRR1945892	SAMN03326736	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7314
SRR1945893	SAMN03326737	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7316
SRR1945894	SAMN03326738	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7319
SRR1945895	SAMN03326739	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7320
SRR1945896	SAMN03326740	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7322
SRR1945897	SAMN03326741	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7323
SRR1945898	SAMN03326742	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7327
SRR1945899	SAMN03326743	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7328
SRR1945900	SAMN03326744	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7332
SRR1945901	SAMN03326745	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7333
SRR1945902	SAMN03326746	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7337
SRR1945903	SAMN03326747	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7342
SRR1945904	SAMN03326748	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7343
SRR1945905	SAMN03326749	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7344
SRR1945906	SAMN03326750	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7346
SRR1945907	SAMN03326751	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7347
SRR1945908	SAMN03326752	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7349
SRR1945909	SAMN03326753	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7350
SRR1945910	SAMN03326754	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7353
SRR1945911	SAMN03326755	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7354
SRR1945912	SAMN03326756	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7356
SRR1945913	SAMN03326757	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7358
SRR1945914	SAMN03326758	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7359
SRR1945915	SAMN03326759	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7372
SRR1945916	SAMN03326760	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7373
SRR1945917	SAMN03326761	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7377
SRR1945918	SAMN03326762	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7378
SRR1945919	SAMN03326763	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7382
SRR1945920	SAMN03326764	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7383
SRR1945921	SAMN03326765	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7384
SRR1945922	SAMN03326766	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7387
SRR1945923	SAMN03326767	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7394
SRR1945924	SAMN03326768	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7396
SRR1945925	SAMN03326769	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7404
SRR1945926	SAMN03326770	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7411
SRR1945927	SAMN03326771	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7413
SRR1945928	SAMN03326772	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7415
SRR1945929	SAMN03326773	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7416
SRR1945930	SAMN03326774	PRJNA273563	Illumina Genome Analyzer II	PAIRED	OAKG7417
SRR1945931	SAMN03326775	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7418
SRR1945932	SAMN03326776	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7419
SRR1945933	SAMN03326777	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7424
SRR1945934	SAMN03326778	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7427
SRR1945935	SAMN03326779	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7430
SRR1945936	SAMN03326780	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7460
SRR1945937	SAMN03326781	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7461
SRR1945938	SAMN03326782	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7471
SRR1945939	SAMN03326783	PRJNA273563	unspecified	PAIRED	OAKG7475
SRR1945940	SAMN03326784	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7477
SRR1945941	SAMN03326785	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7514
SRR1945942	SAMN03326786	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7515
SRR1945943	SAMN03326787	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG7516
SRR1945944	SAMN03326788	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG7517
SRR1945945	SAMN03326789	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7520
SRR1945946	SAMN03326790	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7521
SRR1945947	SAMN03326791	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7523
SRR1945948	SAMN03326792	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7525
SRR1945949	SAMN03326793	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7529
SRR1945950	SAMN03326794	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7530
SRR1945951	SAMN03326795	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7566
SRR1945952	SAMN03326796	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7568
SRR1945953	SAMN03326797	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7717
SRR1945954	SAMN03326798	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7757
SRR1945955	SAMN03326799	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7767
SRR1945956	SAMN03326800	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7917
SRR1945957	SAMN03326801	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG7947
SRR1945958	SAMN03326802	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8037
SRR1945959	SAMN03326803	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8057
SRR1945960	SAMN03326804	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8077
SRR1945961	SAMN03326805	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8132
SRR1945962	SAMN03326806	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8171
SRR1945963	SAMN03326807	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8214
SRR1945964	SAMN03326808	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8222
SRR1945965	SAMN03326809	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8227
SRR1945966	SAMN03326810	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8230
SRR1945967	SAMN03326811	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8231
SRR1945968	SAMN03326812	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8233
SRR1945969	SAMN03326813	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8234
SRR1945970	SAMN03326814	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8235
SRR1945971	SAMN03326815	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8236
SRR1945972	SAMN03326816	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8237
SRR1945973	SAMN03326817	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8238
SRR1945974	SAMN03326818	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8239
SRR1945975	SAMN03326819	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8240
SRR1945976	SAMN03326820	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8241
SRR1945977	SAMN03326821	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8242
SRR1945978	SAMN03326822	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8243
SRR1945979	SAMN03326823	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8244
SRR1945980	SAMN03326824	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8246
SRR1945981	SAMN03326825	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8247
SRR1945982	SAMN03326826	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8249
SRR1945983	SAMN03326827	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8256
SRR1945984	SAMN03326828	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8258
SRR1945985	SAMN03326829	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8259
SRR1945986	SAMN03326830	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8264
SRR1945987	SAMN03326831	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8283
SRR1945988	SAMN03326832	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8284
SRR1945989	SAMN03326833	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8285
SRR1945990	SAMN03326834	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8290
SRR1945991	SAMN03326835	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG8297
SRR1945992	SAMN03326836	PRJNA273563	Illumina Genome Analyzer IIx	PAIRED	OAKG8306
