sra_run	biosample	bioproject	instrument_model	library_layout	oa_id
SRR8240222	SAMN10473488	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0048
SRR8240223	SAMN10473489	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0049
SRR8240224	SAMN10473490	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0050
SRR8240225	SAMN10473491	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0051
SRR8240226	SAMN10473492	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0052
SRR8240227	SAMN10473493	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0053
SRR8240228	SAMN10473494	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0054
SRR8240229	SAMN10473495	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0055
SRR8240230	SAMN10473548	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0056
SRR8240231	SAMN10473520	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0057
SRR8240232	SAMN10473553	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0058
SRR8240233	SAMN10473521	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0059
SRR8240234	SAMN10473546	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0060
SRR8240235	SAMN10473541	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0061
SRR8240236	SAMN10473516	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0062
SRR8240237	SAMN10473550	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0063
SRR8240238	SAMN10473480	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0064
SRR8240239	SAMN10473481	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0065
SRR8240240	SAMN10473482	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0066
SRR8240241	SAMN10473483	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0067
SRR8240242	SAMN10473476	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0068
SRR8240243	SAMN10473477	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0069
SRR8240244	SAMN10473478	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0070
SRR8240245	SAMN10473479	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0071
SRR8240246	SAMN10473549	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0072
SRR8240249	SAMN10473547	PRJNA506760	Illumina HiSeq 2500	PAIRED	OACT0073
SRR1756969	SAMN03283896	PRJNA272567	Illumina HiSeq 2000	PAIRED	OATB0001
SRR14458670	SAMN19040823	PRJNA727818	HiSeq X Ten	PAIRED	OAKR0001
DRR013372	DRS012048	PRJDB1393	Illumina HiSeq 2000	PAIRED	OANK0001
DRR013373	DRS012048	PRJDB1393	Illumina HiSeq 2000	PAIRED	OANK0001
DRR013374	DRS012048	PRJDB1393	Illumina HiSeq 2000	PAIRED	OANK0001
DRR013375	DRS012049	PRJDB1392	Illumina HiSeq 2000	PAIRED	OANK0002
DRR013376	DRS012049	PRJDB1392	Illumina HiSeq 2000	PAIRED	OANK0002
DRR013377	DRS012049	PRJDB1392	Illumina HiSeq 2000	PAIRED	OANK0002
DRR013378	DRS012049	PRJDB1392	Illumina HiSeq 2000	PAIRED	OANK0002
DRR013379	DRS012049	PRJDB1392	Illumina HiSeq 2000	PAIRED	OANK0002
DRR013380	DRS012049	PRJDB1392	Illumina HiSeq 2000	PAIRED	OANK0002
DRR054584	SAMD00045708	PRJDB4504	Illumina HiSeq 2500	PAIRED	OANK0007
SRR3111448	SRS1256162	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0009
SRR3111447	SRS1256163	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0010
SRR3111446	SRS1256164	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0011
SRR3111445	SRS1256165	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0012
SRR3111444	SRS1256166	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0013
SRR3111443	SRS1256167	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0014
SRR3111442	SRS1256168	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0015
SRR3111441	SRS1256169	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0016
SRR3111440	SRS1256170	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0017
SRR3111439	SRS1256171	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0018
SRR3111438	SRS1256172	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0019
SRR3111437	SRS1256173	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0020
SRR3111436	SRS1256174	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0021
SRR3111435	SRS1256175	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0022
SRR3111434	SRS1256176	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0023
SRR2040797	SRS945854	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0024
SRR2040796	SRS945855	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0025
SRR2040794	SRS945856	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0026
SRR2040802	SRS945857	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0027
SRR2040793	SRS945858	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0028
SRR2040795	SRS945859	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0029
SRR2040819	SRS945860	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0030
SRR2040828	SRS945861	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0031
SRR2040834	SRS945862	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0032
SRR2040833	SRS945863	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0033
SRR2040831	SRS945864	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0034
SRR2040832	SRS945865	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0035
SRR2040830	SRS945866	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0036
SRR2040829	SRS945867	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0037
SRR2040827	SRS945868	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0038
SRR2040826	SRS945869	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0039
SRR2040824	SRS945870	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0040
SRR2040825	SRS945871	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0041
SRR2040823	SRS945872	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0042
SRR2040822	SRS945873	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0043
SRR2040820	SRS945874	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0044
SRR2040821	SRS945875	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0045
SRR2040818	SRS945876	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0046
SRR2040816	SRS945877	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0047
SRR2040815	SRS945878	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0048
SRR2040813	SRS945879	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0049
SRR2040814	SRS945880	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0050
SRR2040812	SRS945881	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0051
SRR2040811	SRS945882	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0052
SRR2040817	SRS945883	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0053
SRR2040810	SRS945884	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0054
SRR2040809	SRS945885	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0055
SRR2040807	SRS945886	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0056
SRR2040806	SRS945887	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0057
SRR2040808	SRS945888	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0058
SRR2040805	SRS945889	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0059
SRR2040803	SRS945890	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0060
SRR2040804	SRS945891	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0061
SRR2040801	SRS945892	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0062
SRR2040800	SRS945893	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0063
SRR2040799	SRS945894	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0064
SRR2040798	SRS945895	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0065
SRR2040792	SRS945896	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0066
SRR2040790	SRS945897	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0067
SRR2040791	SRS945898	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0068
SRR2040789	SRS945899	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0069
SRR2040788	SRS945900	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0070
SRR2040787	SRS945901	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0071
SRR2040785	SRS945902	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0072
SRR2040786	SRS945903	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0073
SRR2040783	SRS945904	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0074
SRR2040784	SRS945905	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0075
SRR2040781	SRS945907	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0077
SRR2040780	SRS945908	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0078
SRR2040779	SRS945909	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0079
SRR2040778	SRS945910	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0080
SRR2040776	SRS945911	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0081
SRR2040777	SRS945912	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0082
SRR2040775	SRS945913	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0083
SRR2040774	SRS945914	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0084
SRR2040773	SRS945915	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0085
SRR2040772	SRS945916	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0086
SRR2040771	SRS945917	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0087
SRR2040770	SRS945918	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0088
SRR2040769	SRS945919	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0089
SRR2082782	SRS975747	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0090
SRR2082785	SRS975747	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0090
SRR2082771	SRS975757	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0091
SRR2082772	SRS975757	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0091
DRR054434	SAMD00035297	PRJDB4054	Illumina HiSeq 2000	PAIRED	OANK0003
DRR054581	SAMD00045705	PRJDB4504	Illumina HiSeq 2000	PAIRED	OANK0004
DRR054582	SAMD00045706	PRJDB4504	Illumina HiSeq 2000	PAIRED	OANK0005
DRR054583	SAMD00045707	PRJDB4504	Illumina HiSeq 2000	PAIRED	OANK0006
SRR2084158	SRS977000	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0094
SRR2084157	SRS977001	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0095
SRR2084154	SRS977003	PRJNA284572	Illumina HiSeq 2000	PAIRED	OANK0096
DRR100009	SAMD00089941	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0001
DRR100013	SAMD00089945	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0002
DRR100008	SAMD00089940	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0003
DRR099998	SAMD00089930	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0004
DRR100021	SAMD00089930	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0004
DRR099994	SAMD00089926	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0005
DRR100017	SAMD00089926	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0005
DRR099992	SAMD00089924	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0006
DRR100015	SAMD00089924	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0006
DRR100003	SAMD00089935	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0007
DRR100023	SAMD00089935	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0007
DRR099996	SAMD00089928	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0008
DRR100019	SAMD00089928	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0008
DRR099997	SAMD00089929	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0009
DRR100020	SAMD00089929	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0009
DRR099993	SAMD00089925	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0011
DRR100016	SAMD00089925	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0011
DRR099995	SAMD00089927	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0012
DRR100018	SAMD00089927	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0012
DRR100000	SAMD00089932	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0013
DRR100006	SAMD00089938	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0014
DRR100007	SAMD00089939	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0015
DRR100001	SAMD00089933	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0016
DRR100005	SAMD00089937	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0017
DRR100011	SAMD00089943	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0018
DRR099999	SAMD00089931	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0019
DRR100022	SAMD00089931	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0019
DRR099991	SAMD00089923	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0020
DRR100014	SAMD00089923	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0020
DRR100002	SAMD00089934	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0021
DRR100004	SAMD00089936	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0022
DRR100012	SAMD00089944	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0024
DRR100024	SAMD00089944	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0024
DRR100010	SAMD00089942	PRJDB6166	Illumina HiSeq 2000	PAIRED	OAPK0025
SRR7637273	SAMN09759891	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0001
SRR7637274	SAMN09759890	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0002
SRR7637275	SAMN09759889	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0003
SRR7637276	SAMN09759888	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0004
SRR7637277	SAMN09759895	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0005
SRR7637278	SAMN09759894	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0006
SRR7637279	SAMN09759893	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0007
SRR7637280	SAMN09759892	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0008
SRR7637281	SAMN09759897	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0009
SRR7637282	SAMN09759896	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0010
SRR7637283	SAMN09759936	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0011
SRR7637284	SAMN09759940	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0012
SRR7637285	SAMN09759817	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0013
SRR7637286	SAMN09759816	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0014
SRR7637287	SAMN09759945	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0015
SRR7637288	SAMN09759944	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0016
SRR7637289	SAMN09759937	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0017
SRR7637290	SAMN09759942	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0018
SRR7637291	SAMN09759811	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0019
SRR7637292	SAMN09759810	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0020
SRR7637293	SAMN09759809	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0021
SRR7637294	SAMN09759808	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0022
SRR7637295	SAMN09759815	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0023
SRR7637296	SAMN09759814	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0024
SRR7637297	SAMN09759813	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0025
SRR7637298	SAMN09759812	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0026
SRR7637299	SAMN09759749	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0027
SRR7637300	SAMN09759748	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0028
SRR7637301	SAMN09759751	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0029
SRR7637302	SAMN09759750	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0030
SRR7637303	SAMN09759753	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0031
SRR7637304	SAMN09759752	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0032
SRR7637305	SAMN09759755	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0033
SRR7637306	SAMN09759754	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0034
SRR7637307	SAMN09759757	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0035
SRR7637308	SAMN09759756	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0036
SRR7637309	SAMN09759735	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0037
SRR7637310	SAMN09759734	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0038
SRR7637311	SAMN09759733	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0039
SRR7637312	SAMN09759732	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0040
SRR7637313	SAMN09759731	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0041
SRR7637314	SAMN09759730	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0042
SRR7637315	SAMN09759729	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0043
SRR7637316	SAMN09759728	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0044
SRR7637317	SAMN09759701	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0045
SRR7637318	SAMN09759737	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0046
SRR7637319	SAMN09759736	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0047
SRR7637320	SAMN09759703	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0048
SRR7637321	SAMN09759976	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0049
SRR7637322	SAMN09759977	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0050
SRR7637323	SAMN09759974	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0051
SRR7637324	SAMN09759975	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0052
SRR7637325	SAMN09759972	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0053
SRR7637326	SAMN09759973	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0054
SRR7637327	SAMN09759970	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0055
SRR7637328	SAMN09759971	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0056
SRR7637329	SAMN09759968	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0057
SRR7637330	SAMN09759969	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0058
SRR7637331	SAMN09759824	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0059
SRR7637332	SAMN09759825	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0060
SRR7637333	SAMN09759822	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0061
SRR7637334	SAMN09759823	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0062
SRR7637335	SAMN09759820	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0063
SRR7637336	SAMN09759821	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0064
SRR7637337	SAMN09759818	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0065
SRR7637338	SAMN09759819	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0066
SRR7637339	SAMN09759785	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0067
SRR7637340	SAMN09759786	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0068
SRR7637341	SAMN09759826	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0069
SRR7637342	SAMN09759827	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0070
SRR7637343	SAMN09759740	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0071
SRR7637344	SAMN09759741	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0072
SRR7637345	SAMN09759738	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0073
SRR7637346	SAMN09759739	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0074
SRR7637347	SAMN09759744	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0075
SRR7637348	SAMN09759939	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0076
SRR7637349	SAMN09759742	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0077
SRR7637350	SAMN09759743	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0078
SRR7637351	SAMN09759746	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0079
SRR7637352	SAMN09759747	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0080
SRR7637353	SAMN09759780	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0081
SRR7637354	SAMN09759718	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0082
SRR7637355	SAMN09759719	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0083
SRR7637356	SAMN09759720	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0084
SRR7637357	SAMN09759721	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0085
SRR7637358	SAMN09759722	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0086
SRR7637359	SAMN09759723	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0087
SRR7637360	SAMN09759724	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0088
SRR7637361	SAMN09759725	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0089
SRR7637362	SAMN09759899	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0090
SRR7637363	SAMN09759727	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0091
SRR7637364	SAMN09759793	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0092
SRR7637365	SAMN09759898	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0093
SRR7637366	SAMN09759795	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0094
SRR7637367	SAMN09759967	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0095
SRR7637368	SAMN09759966	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0096
SRR7637369	SAMN09759963	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0097
SRR7637370	SAMN09759962	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0098
SRR7637371	SAMN09759965	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0099
SRR7637372	SAMN09759964	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0100
SRR7637373	SAMN09759959	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0101
SRR7637374	SAMN09759958	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0102
SRR7637375	SAMN09759961	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0103
SRR7637376	SAMN09759960	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0104
SRR7637377	SAMN09759833	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0105
SRR7637378	SAMN09759832	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0106
SRR7637379	SAMN09759835	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0107
SRR7637380	SAMN09759834	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0108
SRR7637381	SAMN09759829	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0109
SRR7637382	SAMN09759828	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0110
SRR7637383	SAMN09759831	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0111
SRR7637384	SAMN09759830	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0112
SRR7637385	SAMN09759837	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0113
SRR7637386	SAMN09759836	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0114
SRR7637387	SAMN09759948	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0115
SRR7637388	SAMN09759927	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0116
SRR7637389	SAMN09759907	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0117
SRR7637390	SAMN09759906	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0118
SRR7637391	SAMN09759745	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0119
SRR7637392	SAMN09759941	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0120
SRR7637393	SAMN09759783	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0121
SRR7637394	SAMN09759916	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0122
SRR7637395	SAMN09759917	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0123
SRR7637396	SAMN09759926	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0124
SRR7637397	SAMN09759794	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0125
SRR7637398	SAMN09759789	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0126
SRR7637399	SAMN09759788	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0127
SRR7637400	SAMN09759938	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0128
SRR7637401	SAMN09759784	PRJNA484107	Illumina HiSeq 2500	PAIRED	OAAN0129
