oa_id	dataset	ecotype_id	sample_name	biosample	species	latitude	longitude	elevation	locality	country	country_code	collector	collection_date	collection_notes	cs_number	ploidy	internal_data	pooled_plants
OACN0092	CN		68-1	SAMN04009915	Arabidopsis thaliana	29.32	117.31		Jingdezhen, Jiangxi	China	CHN							
OACN0093	CN		69-7	SAMN04009916	Arabidopsis thaliana	28.97	114.85		Wuning, Jiangxi	China	CHN							
OACN0094	CN		70-1	SAMN04009917	Arabidopsis thaliana	28.99	114.86		Wuning, Jiangxi	China	CHN							
OACN0095	CN		71-5	SAMN04009918	Arabidopsis thaliana	29	114.87		Wuning, Jiangxi	China	CHN							
OACN0096	CN		72-2	SAMN04009919	Arabidopsis thaliana	29.24	115.1		Wuning, Jiangxi	China	CHN							
OACN0097	CN		73-5	SAMN04009920	Arabidopsis thaliana	29.29	115.98		Xingzi, Jiangxi	China	CHN							
OACN0098	CN		74-14	SAMN04009921	Arabidopsis thaliana	29.61	115.93		Jiujiang, Jiangxi	China	CHN							
OACN0099	CN		75-6	SAMN04009922	Arabidopsis thaliana	29.6	115.93		Jiujiang, Jiangxi	China	CHN							
OACN0100	CN		76-3	SAMN08235945	Arabidopsis thaliana	28.23	112.55		Ningxiang, Hunan	China	CHN							
OACN0101	CN		76-4	SAMN08235946	Arabidopsis thaliana	28.23	112.55		Ningxiang, Hunan	China	CHN							
OACN0102	CN		76-5	SAMN08235947	Arabidopsis thaliana	28.23	112.55		Ningxiang, Hunan	China	CHN							
OACN0103	CN		77-2	SAMN08235948	Arabidopsis thaliana	28.23	112.55		Ningxiang, Hunan	China	CHN							
OACN0104	CN		77-3	SAMN08235949	Arabidopsis thaliana	28.23	112.55		Ningxiang, Hunan	China	CHN							
OACN0105	CN		78-4	SAMN08235950	Arabidopsis thaliana	28.5	112.14		Taojiang, Hunan	China	CHN							
OACN0106	CN		78-5	SAMN08235951	Arabidopsis thaliana	28.5	112.14		Taojiang, Hunan	China	CHN							
OACN0107	CN		79-2	SAMN08235952	Arabidopsis thaliana	28.03	110.21		Chenxi, Hunan	China	CHN							
OACN0108	CN		79-4	SAMN08235953	Arabidopsis thaliana	28.03	110.21		Chenxi, Hunan	China	CHN							
OACN0109	CN		82-1	SAMN08235954	Arabidopsis thaliana	31.82	115.39		Shangcheng, Henan	China	CHN							
OACN0110	CN		82-3	SAMN08235955	Arabidopsis thaliana	31.82	115.39		Shangcheng, Henan	China	CHN							
OACN0111	CN		83-2	SAMN08235956	Arabidopsis thaliana	32.17	115.66		Gushi, Henan	China	CHN							
OACN0112	CN		83-5	SAMN08235957	Arabidopsis thaliana	32.17	115.66		Gushi, Henan	China	CHN							
OACN0113	CN		84-3	SAMN08235958	Arabidopsis thaliana	32.14	115.06		Huangchuan, Henan	China	CHN							
OACN0114	CN		84-4	SAMN08235959	Arabidopsis thaliana	32.14	115.06		Huangchuan, Henan	China	CHN							
OACN0115	CN		85-3	SAMN08235960	Arabidopsis thaliana	32.14	115.06		Huangchuan, Henan	China	CHN							
OACN0116	CN		85-5	SAMN08235961	Arabidopsis thaliana	32.14	115.06		Huangchuan, Henan	China	CHN							
OACN0117	CN		86	SAMN08235962	Arabidopsis thaliana	29.71	106.63		Yubei, Chongqing	China	CHN							
OACN0118	CN		87	SAMN04009923	Arabidopsis thaliana	29.64	91.18		Lhasa, Tibet	China	CHN							
OACT0001	CT		T13-9-4	SAMN10473537	Arabidopsis thaliana	41.72032	2.92764		Tossa de Mar	Spain	ESP							
OACT0002	CT		T13-9-3	SAMN10473536	Arabidopsis thaliana	41.72032	2.92764		Tossa de Mar	Spain	ESP							
OACT0003	CT		SCF-14-4	SAMN10473525	Arabidopsis thaliana	41.85385	2.67097		Santa Coloma de Farners	Spain	ESP							
OACT0004	CT		SCF-14-3	SAMN10473524	Arabidopsis thaliana	41.85385	2.67097		Santa Coloma de Farners	Spain	ESP							
OACT0005	CT		LM2-17-5	SAMN10473505	Arabidopsis thaliana	41.9207	2.8674		Llambilles	Spain	ESP							
OACT0006	CT		LM2-17-3	SAMN10473504	Arabidopsis thaliana	41.9207	2.8674		Llambilles	Spain	ESP							
OACT0007	CT		T6-1-2	SAMN10473543	Arabidopsis thaliana	41.73121	2.94663		Tossa de Mar	Spain	ESP							
OACT0008	CT		T6-1-1	SAMN10473542	Arabidopsis thaliana	41.73121	2.94663		Tossa de Mar	Spain	ESP							
OACT0009	CT		LLO2-2-4	SAMN10473501	Arabidopsis thaliana	41.70152	2.83572		Lloret de Mar	Spain	ESP							
OACT0010	CT		LLO2-2-3	SAMN10473500	Arabidopsis thaliana	41.70152	2.83572		Lloret de Mar	Spain	ESP							
OACT0011	CT		LM2-17-2	SAMN10473503	Arabidopsis thaliana	41.9207	2.8674		Llambilles	Spain	ESP							
OACT0012	CT		LM2-17-1	SAMN10473502	Arabidopsis thaliana	41.9207	2.8674		Llambilles	Spain	ESP							
OACT0013	CT		LG7-13-4	SAMN10473497	Arabidopsis thaliana	41.82534	2.88892		Llagostera - Tossa	Spain	ESP							
OACT0014	CT		LG7-13-3	SAMN10473496	Arabidopsis thaliana	41.82534	2.88892		Llagostera - Tossa	Spain	ESP							
OACT0015	CT		LLO2-2-2	SAMN10473499	Arabidopsis thaliana	41.70152	2.83572		Lloret de Mar	Spain	ESP							
OACT0016	CT		LLO2-2-1	SAMN10473498	Arabidopsis thaliana	41.70152	2.83572		Lloret de Mar	Spain	ESP							
OACT0017	CT		T2-8-2	SAMN10473539	Arabidopsis thaliana	41.71552	2.9316		Tossa de Mar	Spain	ESP							
OACT0018	CT		V1-19-3	SAMN10473552	Arabidopsis thaliana	42.3304	3.1126		Vilajuïga	Spain	ESP							
OACT0019	CT		T2-8-1	SAMN10473538	Arabidopsis thaliana	41.71552	2.9316		Tossa de Mar	Spain	ESP							
OACT0020	CT		V3-20-2	SAMN10473554	Arabidopsis thaliana	42.33646	3.1293		Vilajuïga	Spain	ESP							
OACT0021	CT		SFG-6-1	SAMN10473526	Arabidopsis thaliana	41.77993	3.0238		Sant Feliu de Guíxols	Spain	ESP							
OACT0022	CT		T13-9-1	SAMN10473534	Arabidopsis thaliana	41.72032	2.92764		Tossa de Mar	Spain	ESP							
OACT0023	CT		T2-8-3	SAMN10473540	Arabidopsis thaliana	41.71552	2.9316		Tossa de Mar	Spain	ESP							
OACT0024	CT		T6-1-3	SAMN10473544	Arabidopsis thaliana	41.73121	2.94663		Tossa de Mar	Spain	ESP							
OACT0025	CT		SFG-6-3	SAMN10473528	Arabidopsis thaliana	41.77993	3.0238		Sant Feliu de Guíxols	Spain	ESP							
OACT0026	CT		SCF-14-1	SAMN10473522	Arabidopsis thaliana	41.85385	2.67097		Santa Coloma de Farners	Spain	ESP							
OACT0027	CT		V1-19-2	SAMN10473551	Arabidopsis thaliana	42.3304	3.1126		Vilajuïga	Spain	ESP							
OACT0028	CT		V3-20-3	SAMN10473555	Arabidopsis thaliana	42.33646	3.1293		Vilajuïga	Spain	ESP							
OACT0029	CT		SFG-6-4	SAMN10473529	Arabidopsis thaliana	41.77993	3.0238		Sant Feliu de Guíxols	Spain	ESP							
OACT0030	CT		V3-20-4	SAMN10473556	Arabidopsis thaliana	42.33646	3.1293		Vilajuïga	Spain	ESP							
OACT0031	CT		RO2-5-5	SAMN10473519	Arabidopsis thaliana	42.27305	3.18903		Roses	Spain	ESP							
OACT0032	CT		T11-7-1	SAMN10473530	Arabidopsis thaliana	41.71998	2.90466		Tossa de Mar	Spain	ESP							
OACT0033	CT		T6-1-4	SAMN10473545	Arabidopsis thaliana	41.73121	2.94663		Tossa de Mar	Spain	ESP							
OACT0034	CT		RO2-5-2	SAMN10473518	Arabidopsis thaliana	42.27305	3.18903		Roses	Spain	ESP							
OACT0035	CT		T13-9-2	SAMN10473535	Arabidopsis thaliana	41.72032	2.92764		Tossa de Mar	Spain	ESP							
OACT0036	CT		PO1-4-4	SAMN10473517	Arabidopsis thaliana	42.32722	3.17423		Port de la Selva	Spain	ESP							
OACT0037	CT		T11-7-2	SAMN10473531	Arabidopsis thaliana	41.71998	2.90466		Tossa de Mar	Spain	ESP							
OACT0038	CT		T11-7-3	SAMN10473532	Arabidopsis thaliana	41.71998	2.90466		Tossa de Mar	Spain	ESP							
OACT0039	CT		T11-7-4	SAMN10473533	Arabidopsis thaliana	41.71998	2.90466		Tossa de Mar	Spain	ESP							
OACT0040	CT		SCF-14-2	SAMN10473523	Arabidopsis thaliana	41.85385	2.67097		Santa Coloma de Farners	Spain	ESP							
OACT0041	CT		SFG-6-2	SAMN10473527	Arabidopsis thaliana	41.77993	3.0238		Sant Feliu de Guíxols	Spain	ESP							
OACT0042	CT		PO1-4-1	SAMN10473514	Arabidopsis croatica	42.32722	3.17423		Port de la Selva	Spain	ESP							
OACT0043	CT		PO1-4-2	SAMN10473515	Arabidopsis croatica	42.32722	3.17423		Port de la Selva	Spain	ESP							
OACT0044	CT		PA10-3-3	SAMN10473512	Arabidopsis thaliana	41.81177	3.0535		Platja d'Aro	Spain	ESP							
OACT0045	CT		PA10-3-4	SAMN10473513	Arabidopsis croatica	41.81177	3.0535		Platja d'Aro	Spain	ESP							
OACT0046	CT		PA10-3-1	SAMN10473510	Arabidopsis thaliana	41.81177	3.0535		Platja d'Aro	Spain	ESP							
OACT0047	CT		PA10-3-2	SAMN10473511	Arabidopsis thaliana	41.81177	3.0535		Platja d'Aro	Spain	ESP							
OACT0048	CT		JBBT1	SAMN10473488	Arabidopsis thaliana	41.67745	2.8008		Blanes	Spain	ESP							
OACT0049	CT		JBBT2	SAMN10473489	Arabidopsis thaliana	41.67745	2.8008		Blanes	Spain	ESP							
OACT0050	CT		LG5-16-1	SAMN10473490	Arabidopsis thaliana	41.82966	2.89074		Llagostera	Spain	ESP							
OACT0051	CT		LG5-16-2	SAMN10473491	Arabidopsis thaliana	41.82966	2.89074		Llagostera	Spain	ESP							
OACT0052	CT		LG5-16-3	SAMN10473492	Arabidopsis thaliana	41.82966	2.89074		Llagostera	Spain	ESP							
OACT0053	CT		LG5-16-4	SAMN10473493	Arabidopsis thaliana	41.82966	2.89074		Llagostera	Spain	ESP							
OACT0054	CT		LG7-13-1	SAMN10473494	Arabidopsis thaliana	41.82534	2.88892		Llagostera - Tossa	Spain	ESP							
OACT0055	CT		LG7-13-2	SAMN10473495	Arabidopsis thaliana	41.82534	2.88892		Llagostera - Tossa	Spain	ESP							
OACT0056	CT		T9-10-3	SAMN10473548	Arabidopsis thaliana	41.71529	2.9244		Tossa de Mar	Spain	ESP							
OACT0057	CT		RO2-5-6	SAMN10473520	Arabidopsis thaliana	42.27305	3.18903		Roses	Spain	ESP							
OACT0058	CT		V1-19-4	SAMN10473553	Arabidopsis thaliana	42.3304	3.1126		Vilajuïga	Spain	ESP							
OACT0059	CT		RO2-5-7	SAMN10473521	Arabidopsis thaliana	42.27305	3.18903		Roses	Spain	ESP							
OACT0060	CT		T9-10-1	SAMN10473546	Arabidopsis thaliana	41.71529	2.9244		Tossa de Mar	Spain	ESP							
OACT0061	CT		T2-8-4	SAMN10473541	Arabidopsis thaliana	41.71552	2.9316		Tossa de Mar	Spain	ESP							
OACT0062	CT		PO1-4-3	SAMN10473516	Arabidopsis croatica	42.32722	3.17423		Port de la Selva	Spain	ESP							
OACT0063	CT		V1-19-1	SAMN10473550	Arabidopsis thaliana	42.3304	3.1126		Vilajuïga	Spain	ESP							
OACT0064	CT		A5-12-1	SAMN10473480	Arabidopsis thaliana	41.94449	2.64206		Anglès	Spain	ESP							
OACT0065	CT		A5-12-2	SAMN10473481	Arabidopsis thaliana	41.94449	2.64206		Anglès	Spain	ESP							
OACT0066	CT		A5-12-5	SAMN10473482	Arabidopsis thaliana	41.94449	2.64206		Anglès	Spain	ESP							
OACT0067	CT		A5-12-6	SAMN10473483	Arabidopsis thaliana	41.94449	2.64206		Anglès	Spain	ESP							
OACT0068	CT		A1-11-2	SAMN10473476	Arabidopsis thaliana	41.95555	2.62649		Anglès	Spain	ESP							
OACT0069	CT		A1-11-3	SAMN10473477	Arabidopsis thaliana	41.95555	2.62649		Anglès	Spain	ESP							
OACT0070	CT		A1-11-4	SAMN10473478	Arabidopsis thaliana	41.95555	2.62649		Anglès	Spain	ESP							
OACT0071	CT		A1-11-5	SAMN10473479	Arabidopsis thaliana	41.95555	2.62649		Anglès	Spain	ESP							
OACT0072	CT		T9-10-4	SAMN10473549	Arabidopsis thaliana	41.71529	2.9244		Tossa de Mar	Spain	ESP							
OACT0073	CT		T9-10-2	SAMN10473547	Arabidopsis thaliana	41.71529	2.9244		Tossa de Mar	Spain	ESP							
OATB0001	TB		Tibet_0	SAMN03283896	Arabidopsis thaliana	29.6903	90.9338	4200		Tibet	CHN							
OAKR0001	KR		180404IB4	SAMN19040823	Arabidopsis thaliana	35.242862	126.508987		Yeonggwang-gun	South Korea	KOR	Y. Kim						
OANK0001	NK		Apetraeaumbrosa3	DRS012048	Arabidopsis lyrata subsp. petraea	68.8	160.3									diploid		
OANK0002	NK		Ahallerigemmifera2	DRS012049	Arabidopsis halleri subsp. gemmifera	34.89	135.35									diploid		
OANK0007	NK		Aarenicola3	SAMD00045708	Arabidopsis arenicola	55.27	-77.76									diploid		
OANK0009	NK		Alyratapetraea5	SRS1256162	Arabidopsis lyrata subsp. petraea	49.08	16.33					A. Guggisberg, G. Muir, R. Schmickl	2012-04-21			tetraploid		
OANK0010	NK		Anitida3	SRS1256163	Arabidopsis arenosa	49.23	20.2					A. Guggisberg, G. Mansion, Z. Kyselova	2012-07-02			diploid		
OANK0011	NK		Aneglectaneglecta4	SRS1256164	Arabidopsis neglecta subsp. neglecta	49.17	20.16					A. Guggisberg, G. Mansion	2012-07-01			diploid		
OANK0012	NK		Aneglectaneglecta3	SRS1256165	Arabidopsis neglecta subsp. neglecta	49.17	20.03					A. Guggisberg, G. Mansion, Z. Kyselova	2012-06-30			diploid		
OANK0013	NK		Aneglectaneglecta2	SRS1256166	Arabidopsis neglecta subsp. neglecta	49.16	20.14					A. Guggisberg, G. Mansion, Z. Kyselova	2012-06-29			diploid		
OANK0014	NK		Alyratapetraea7	SRS1256167	Arabidopsis lyrata subsp. petraea	50.06	14.07					A. Guggisberg, G. Muir, R. Schmickl	2012-04-22			diploid		
OANK0015	NK		Alyratapetraea6	SRS1256168	Arabidopsis lyrata subsp. petraea	49.11	16.3					A. Guggisberg, G. Muir, R. Schmickl	2012-04-21			diploid		
OANK0016	NK		Alyratapetraea4	SRS1256169	Arabidopsis lyrata subsp. petraea	47.97	16.16					A. Guggisberg, G. Muir, R. Schmickl	2012-04-18			diploid		
OANK0017	NK		Alyratapetraea2	SRS1256170	Arabidopsis lyrata subsp. petraea	47.91	15.97					A. Guggisberg, G. Muir, R. Schmickl	2012-04-18			diploid		
OANK0018	NK		Alyratapetraea11	SRS1256171	Arabidopsis lyrata subsp. petraea	49.75	11.42					A. Guggisberg, G. Muir, R. Schmickl	2012-04-23			diploid		
OANK0019	NK		Alyratapetraea10	SRS1256172	Arabidopsis lyrata subsp. petraea	49.62	11.51					A. Guggisberg, G. Muir, R. Schmickl	2012-04-23			diploid		
OANK0020	NK		Acarpatica8	SRS1256173	Arabidopsis arenosa	48.88	19.22					A. Guggisberg, G. Mansion	2012-06-28			diploid		
OANK0021	NK		Acarpatica7	SRS1256174	Arabidopsis arenosa	48.88	20.23					A. Guggisberg, G. Mansion, L. Paule	2012-06-27			diploid		
OANK0022	NK		Acarpatica6	SRS1256175	Arabidopsis arenosa	49.02	19.86					A. Guggisberg, G. Mansion, L. Paule	2012-06-27			diploid		
OANK0023	NK		Acarpatica5	SRS1256176	Arabidopsis arenosa	48.82	19.02					A. Guggisberg, G. Mansion	2012-06-26			diploid		
OANK0024	NK		Alyratapetraea3	SRS945854	Arabidopsis lyrata subsp. petraea	47.91	15.97					A. Guggisberg, G. Muir, R. Schmickl	2012-04-18			diploid		
OANK0025	NK		Alyratapetraea22	SRS945855	Arabidopsis lyrata subsp. petraea	62.9	34.41					O. Fedorenko	1905-07-03			diploid		
OANK0026	NK		Alyratapetraea20	SRS945856	Arabidopsis lyrata subsp. petraea	56.4	-4.81					M. A. Koch	2012-08-26			diploid		
OANK0027	NK		Apedemontana1	SRS945857	Arabidopsis pedemontana	44.71	7.15					R. Schmickl				diploid		
OANK0028	NK		Alyratapetraea19	SRS945858	Arabidopsis lyrata subsp. petraea	57	-3.11									diploid		
OANK0029	NK		Alyratapetraea21	SRS945859	Arabidopsis lyrata subsp. petraea	62.9	34.41					O. Fedorenko	1905-07-03			diploid		
OANK0030	NK		Aarenosaborbasii1	SRS945860	Arabidopsis arenosa	48.25	9.44					R. Schmickl				tetraploid		
OANK0031	NK		Alyratapetraea15	SRS945861	Arabidopsis lyrata subsp. petraea	48.23	15.34					R. Schmickl, G. Muir	2012-04-16			tetraploid		
OANK0032	NK		Apetrogenaexoleta2	SRS945862	Arabidopsis petrogena	46.56	23.67					G. Fuxova	2012-06-26			tetraploid		
OANK0033	NK		Apetrogenaexoleta1	SRS945863	Arabidopsis petrogena	48.65	18.74					R. Schmickl, G. Muir	1905-07-04			tetraploid		
OANK0034	NK		Aneglectarobusta1	SRS945864	Arabidopsis neglecta	48.94	19.63					M. Kolnik, K. Marhold	2012-08-02			tetraploid		
OANK0035	NK		Aneglectarobusta2	SRS945865	Arabidopsis neglecta	49.2	19.74					F. Kolar, E. Zaveska, S. spaniel	2012-07-31			tetraploid		
OANK0036	NK		Alyratapetraea17	SRS945866	Arabidopsis lyrata subsp. petraea	48.39	15.48					R. Schmickl, G. Muir	1905-07-04			tetraploid		
OANK0037	NK		Alyratapetraea16	SRS945867	Arabidopsis lyrata subsp. petraea	47.87	15.61					R. Schmickl, G. Muir	2012-04-17			tetraploid		
OANK0038	NK		Alyratapetraea14	SRS945868	Arabidopsis lyrata subsp. petraea	47.98	15.56					R. Schmickl, G. Muir	2012-04-17			tetraploid		
OANK0039	NK		Alyratapetraea13	SRS945869	Arabidopsis lyrata subsp. petraea	48.07	16.26					M. A. Koch	2012-06-28			tetraploid		
OANK0040	NK		Aarenosaborbasii6	SRS945870	Arabidopsis arenosa	47.79	15.35					R. Schmickl, G. Muir	2012-04-17			tetraploid		
OANK0041	NK		Aarenosaintermedia1	SRS945871	Arabidopsis arenosa	47.36	14.68					M. A. Koch	2012-06-20			tetraploid		
OANK0042	NK		Aarenosaborbasii5	SRS945872	Arabidopsis arenosa	48.54	15.69					R. Schmickl, G. Muir	2012-04-16			tetraploid		
OANK0043	NK		Aarenosaborbasii4	SRS945873	Arabidopsis arenosa	47.5	15.05					N. Hohmann	2011-08-16			tetraploid		
OANK0044	NK		Aarenosaborbasii2	SRS945874	Arabidopsis arenosa	48.94	15.62					R. Schmickl	2011-05-26			tetraploid		
OANK0045	NK		Aarenosaborbasii3	SRS945875	Arabidopsis arenosa	47.54	14.9					N. Hohmann	2011-08-16			tetraploid		
OANK0046	NK		Aarenosaarenosa9	SRS945876	Arabidopsis arenosa	62.6	18.03									tetraploid		
OANK0047	NK		Aarenosaarenosa7	SRS945877	Arabidopsis arenosa	62.6	18.03									tetraploid		
OANK0048	NK		Aarenosaarenosa6	SRS945878	Arabidopsis arenosa	62.6	18.03									tetraploid		
OANK0049	NK		Aarenosaarenosa4	SRS945879	Arabidopsis arenosa	62.6	18.03									tetraploid		
OANK0050	NK		Aarenosaarenosa5	SRS945880	Arabidopsis arenosa	62.6	18.03									tetraploid		
OANK0051	NK		Aarenosaarenosa3	SRS945881	Arabidopsis arenosa	49.25	6.833					R. Schmickl	2011-07-26			tetraploid		
OANK0052	NK		Aarenosaarenosa2	SRS945882	Arabidopsis arenosa	54.48	13.51					C. N. Schroder	2011-06-25			tetraploid		
OANK0053	NK		Aarenosaarenosa8	SRS945883	Arabidopsis arenosa	62.6	18.03									tetraploid		
OANK0054	NK		Aumezawana1	SRS945884	Arabidopsis umezawana	45.18	141.25					Masahiko Sato	2013-06-13			diploid		
OANK0055	NK		Apetrogenapetrogena3	SRS945885	Arabidopsis petrogena	47.87	20.03					F. Kolar	2012-04-15			diploid		
OANK0056	NK		Apetrogenapetrogena1	SRS945886	Arabidopsis petrogena	48.58	18.88					R. Schmickl, G. Muir	1905-07-04			diploid		
OANK0057	NK		Apetraeaumbrosa2	SRS945887	Arabidopsis petraea subsp. umbrosa	68.8	160.3					V. V. Petrovsky, M. P. Andreyev	1978-08-03			diploid		
OANK0058	NK		Apetrogenapetrogena2	SRS945888	Arabidopsis petrogena	48.73	18.36					F. Kolar, E. Zaveska	2011-05-11			diploid		
OANK0059	NK		Apetraeaseptentrionalis2	SRS945889	Arabidopsis petraea subsp. septentrionalis	66.9	58.55					I. G. Alsos, A. Tribsch	2004-07-06			diploid		
OANK0060	NK		Apedemontana2	SRS945890	Arabidopsis pedemontana	44.76	7.12									diploid		
OANK0061	NK		Apetraeaseptentrionalis1	SRS945891	Arabidopsis petraea subsp. septentrionalis	71.04	127.52					H. Solstad, R. Elven	2004-07-12			diploid		
OANK0062	NK		Anitida4	SRS945892	Arabidopsis arenosa	49.23	20.198					M. M. Matschinger, R. Schmickl	2007-07-17			diploid		
OANK0063	NK		Anitida2	SRS945893	Arabidopsis arenosa	49.25	19.75					F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K. Marhold	2012-07-31			diploid		
OANK0064	NK		Anitida1	SRS945894	Arabidopsis arenosa	49.22	20.21					F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K. Marhold	2012-08-01			diploid		
OANK0065	NK		Alyratapetraea9	SRS945895	Arabidopsis lyrata subsp. petraea	49.73	12.99					R. Schmickl	2011-05-22			diploid		
OANK0066	NK		Alyratapetraea18	SRS945896	Arabidopsis lyrata subsp. petraea	62.64	17.96									diploid		
OANK0067	NK		Alyratapetraea1	SRS945897	Arabidopsis lyrata subsp. petraea	49.62	11.51					F. Michling	2011-06-04			diploid		
OANK0068	NK		Alyratapetraea12	SRS945898	Arabidopsis lyrata subsp. petraea	49.11	16.3					A. Guggisberg, G. Muir, R. Schmickl	2012-04-21			diploid		
OANK0069	NK		Alyratalyrata2	SRS945899	Arabidopsis lyrata subsp. lyrata	43.25	-81.85									diploid		
OANK0070	NK		Alyratalyrata1	SRS945900	Arabidopsis lyrata subsp. lyrata	42.26	-81.84									diploid		
OANK0071	NK		Ahalleritatrica2	SRS945901	Arabidopsis halleri subsp. tatrica	49.26	19.7					F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K Marhold	2012-07-31			diploid		
OANK0072	NK		Ahalleriovirensis2	SRS945902	Arabidopsis halleri subsp. ovirensis	46.5	14.48					E. Zaveska, S. spaniel	2013-06-16			diploid		
OANK0073	NK		Ahalleritatrica1	SRS945903	Arabidopsis halleri subsp. tatrica	48.98	19.63					M. M. Matschinger, M. Kolnik				diploid		
OANK0074	NK		Ahallerihalleri2	SRS945904	Arabidopsis halleri subsp. halleri	47.63	15.25					M. A. Koch	2012-06-27			diploid		
OANK0075	NK		Ahalleriovirensis1	SRS945905	Arabidopsis halleri subsp. ovirensis	46.5	14.48					M. M. Matschinger	1905-06-29			diploid		
OANK0077	NK		Ahallerigemmifera3	SRS945907	Arabidopsis halleri subsp. gemmifera	34.85	135.47					N. Osada	1905-07-04			diploid		
OANK0078	NK		Ahalleridacica2	SRS945908	Arabidopsis halleri subsp. dacica	45.6	24.63					F. Kolar, G. Fuxova	2012-06-15			diploid		
OANK0079	NK		Acroatica2	SRS945909	Arabidopsis croatica	44.81	14.93					G. Fuxova, F. Kolar	2012-05-22			diploid		
OANK0080	NK		Acroatica1	SRS945910	Arabidopsis croatica	44.56	15.11					L. Malikova	2011-07-06			diploid		
OANK0081	NK		Acebennensis2	SRS945911	Arabidopsis cebennensis	44.89	4.18					M. A. Koch	1905-07-02			diploid		
OANK0082	NK		Acebennensis3	SRS945912	Arabidopsis cebennensis	44.99	2.73					M. A. Koch	1905-07-02			diploid		
OANK0083	NK		Acebennensis1	SRS945913	Arabidopsis cebennensis	44.09	3.56					M. A. Koch	1905-07-02			diploid		
OANK0084	NK		Acarpatica4	SRS945914	Arabidopsis arenosa	49.01	19.27					M. A. Koch	2011-06-17			diploid		
OANK0085	NK		Acarpatica3	SRS945915	Arabidopsis arenosa	48.82	19.02					R. Schmickl, G. Muir	2012-04-19			diploid		
OANK0086	NK		Acarpatica2	SRS945916	Arabidopsis arenosa	48.82	19.02					R. Schmickl, G. Muir	2012-04-19			diploid		
OANK0087	NK		Acarpatica1	SRS945917	Arabidopsis arenosa	48.82	19.02					R. Schmickl, G. Muir	2012-04-19			diploid		
OANK0088	NK		Aarenicola2	SRS945918	Arabidopsis arenicola	56.54	-79.22					L. L. Consaul, M. Ip, D. Charette	2010-07-03			diploid		
OANK0089	NK		Aarenicola1	SRS945919	Arabidopsis arenicola	63.1	-69.72					J. M. Saarela, L. J. Gillespie, P. C. Sokoloff, R. D. Bull	2012-07-11			diploid		
OANK0090	NK		Aarenosaarenosa1	SRS975747	Arabidopsis arenosa	44.79	15.74					L. Malikova				diploid		
OANK0091	NK		Aneglectaneglecta1	SRS975757	Arabidopsis neglecta subsp. neglecta	49.17	20.03					R. Schmickl				diploid		
OANK0003	NK		AkamchaticaPAK	SAMD00035297	Arabidopsis kamchatica subsp. kamchatica	61.06	-149.81									allotetraploid		
OANK0004	NK		AkamchaticaKWS	SAMD00045705	Arabidopsis kamchatica subsp. kamchatica	35.45	136.06									allotetraploid		
OANK0005	NK		AkamchaticaTOY	SAMD00045706	Arabidopsis kamchatica subsp. kamchatica	63.42	-145.84									allotetraploid		
OANK0006	NK		AkamchaticaTWN	SAMD00045707	Arabidopsis kamchatica subsp. kamchatica	24	121.3									allotetraploid		
OANK0094	NK		ASS3a	SRS977000	Arabidopsis suecica	63.33	17.98					T. Sall				allotetraploid		
OANK0095	NK		ASO5	SRS977001	Arabidopsis suecica	63.7	18.24					T. Sall				allotetraploid		
OANK0096	NK		AS459	SRS977003	Arabidopsis suecica	60.18	16.12					T. Sall				allotetraploid		
OAPK0001	PK		ALK	SAMD00089941	Arabidopsis kamchatica subsp. kamchatica	63.400001525878906	-145.8000030517578		Alaska, Richardson Highway, South of Darling Creek bridge	USA	USA					allotetraploid		
OAPK0002	PK		DEN	SAMD00089945	Arabidopsis kamchatica subsp. kamchatica	54.20000076293945	158.10000610351562		Kamchatskii krai, near the river Denokhonok	Russia	RUS					allotetraploid		
OAPK0003	PK		FKS	SAMD00089940	Arabidopsis kamchatica subsp. kamchatica	37.20000076293945	139.89999389648438		Fukushima	Japan	JPN					allotetraploid		
OAPK0004	PK		HKB	SAMD00089930	Arabidopsis kamchatica subsp. kamchatica	36.70000076293945	137.8000030517578		Hakubayari	Japan	JPN					allotetraploid		
OAPK0005	PK		HMK	SAMD00089926	Arabidopsis kamchatica subsp. kawasakiana	36.70000076293945	137.3000030517578		Toyama	Japan	JPN					allotetraploid		
OAPK0006	PK		HUK	SAMD00089924	Arabidopsis kamchatica subsp. kawasakiana	34.599998474121094	136.60000610351562		Hukiinoura	Japan	JPN					allotetraploid		
OAPK0007	PK		IWH	SAMD00089935	Arabidopsis kamchatica subsp. kamchatica	35.900001525878906	137.8000030517578		Iwahana	Japan	JPN					allotetraploid		
OAPK0008	PK		KNS	SAMD00089928	Arabidopsis kamchatica subsp. kamchatica	36.70000076293945	138		Kinasa	Japan	JPN					allotetraploid		
OAPK0009	PK		KSO	SAMD00089929	Arabidopsis kamchatica subsp. kamchatica	35.79999923706055	137.8000030517578		Kisokomagatake	Japan	JPN					allotetraploid		
OAPK0011	PK		MAG	SAMD00089925	Arabidopsis kamchatica subsp. kamchatica	35.29999923706055	138.3000030517578		Magosazima	Japan	JPN					allotetraploid		
