library	run	sample	include	is_sra
ERR3014326	PRJEB30473	OALL0073	Y	Y
ERR3014327	PRJEB30473	OALL0074	Y	Y
ERR3014328	PRJEB30473	OALL0074	Y	Y
ERR3014329	PRJEB30473	OALL0075	Y	Y
ERR3014330	PRJEB30473	OALL0075	Y	Y
ERR3014331	PRJEB30473	OALL0076	Y	Y
ERR3014332	PRJEB30473	OALL0076	Y	Y
ERR3014333	PRJEB30473	OALL0077	Y	Y
ERR3014334	PRJEB30473	OALL0077	Y	Y
ERR3014335	PRJEB30473	OALL0078	Y	Y
ERR3014336	PRJEB30473	OALL0078	Y	Y
ERR3014337	PRJEB30473	OALL0079	Y	Y
ERR3014338	PRJEB30473	OALL0079	Y	Y
ERR3014339	PRJEB30473	OALL0080	Y	Y
ERR3014340	PRJEB30473	OALL0080	Y	Y
ERR3014341	PRJEB30473	OALL0081	Y	Y
ERR3014342	PRJEB30473	OALL0081	Y	Y
ERR3014343	PRJEB30473	OALL0082	Y	Y
ERR3014344	PRJEB30473	OALL0082	Y	Y
ERR3014345	PRJEB30473	OALL0083	Y	Y
ERR3014346	PRJEB30473	OALL0083	Y	Y
ERR3014347	PRJEB30473	OALL0084	Y	Y
ERR3014348	PRJEB30473	OALL0084	Y	Y
ERR3014349	PRJEB30473	OALL0085	Y	Y
ERR3014350	PRJEB30473	OALL0085	Y	Y
ERR3014351	PRJEB30473	OALL0086	Y	Y
ERR3014352	PRJEB30473	OALL0086	Y	Y
ERR3014353	PRJEB30473	OALL0087	Y	Y
ERR3014354	PRJEB30473	OALL0087	Y	Y
ERR3014355	PRJEB30473	OALL0088	Y	Y
ERR3014356	PRJEB30473	OALL0088	Y	Y
ERR3014357	PRJEB30473	OALL0089	Y	Y
ERR3014358	PRJEB30473	OALL0089	Y	Y
ERR3014359	PRJEB30473	OALL0090	Y	Y
ERR3014360	PRJEB30473	OALL0090	Y	Y
ERR3014361	PRJEB30473	OALL0091	Y	Y
ERR3014362	PRJEB30473	OALL0091	Y	Y
ERR3014363	PRJEB30473	OALL0092	Y	Y
ERR3014364	PRJEB30473	OALL0092	Y	Y
ERR3014365	PRJEB30473	OALL0093	Y	Y
ERR3014366	PRJEB30473	OALL0093	Y	Y
ERR3014367	PRJEB30473	OALL0094	Y	Y
ERR3014368	PRJEB30473	OALL0094	Y	Y
ERR3014369	PRJEB30473	OALL0095	Y	Y
ERR3014370	PRJEB30473	OALL0095	Y	Y
ERR3014371	PRJEB30473	OALL0096	Y	Y
ERR3014372	PRJEB30473	OALL0096	Y	Y
ERR3014373	PRJEB30473	OALL0097	Y	Y
ERR3014374	PRJEB30473	OALL0097	Y	Y
ERR3014375	PRJEB30473	OALL0098	Y	Y
ERR3014376	PRJEB30473	OALL0098	Y	Y
ERR3014377	PRJEB30473	OALL0099	Y	Y
ERR3014378	PRJEB30473	OALL0099	Y	Y
ERR3014379	PRJEB30473	OALL0100	Y	Y
ERR3014380	PRJEB30473	OALL0100	Y	Y
ERR3014381	PRJEB30473	OALL0101	Y	Y
ERR3014382	PRJEB30473	OALL0101	Y	Y
ERR3014383	PRJEB30473	OALL0102	Y	Y
ERR3014384	PRJEB30473	OALL0102	Y	Y
ERR3014385	PRJEB30473	OALL0103	Y	Y
ERR3014386	PRJEB30473	OALL0103	Y	Y
ERR3014387	PRJEB30473	OALL0104	Y	Y
ERR3014388	PRJEB30473	OALL0104	Y	Y
ERR3014389	PRJEB30473	OALL0105	Y	Y
ERR3014390	PRJEB30473	OALL0105	Y	Y
ERR3014391	PRJEB30473	OALL0106	Y	Y
ERR3014392	PRJEB30473	OALL0106	Y	Y
ERR3014393	PRJEB30473	OALL0107	Y	Y
ERR3014394	PRJEB30473	OALL0107	Y	Y
ERR3014395	PRJEB30473	OALL0108	Y	Y
ERR3014396	PRJEB30473	OALL0108	Y	Y
ERR3014397	PRJEB30473	OALL0109	Y	Y
ERR3014398	PRJEB30473	OALL0109	Y	Y
ERR3014399	PRJEB30473	OALL0110	Y	Y
ERR3014400	PRJEB30473	OALL0110	Y	Y
ERR3014401	PRJEB30473	OALL0111	Y	Y
ERR3014402	PRJEB30473	OALL0111	Y	Y
ERR3014403	PRJEB30473	OALL0112	Y	Y
ERR3014404	PRJEB30473	OALL0112	Y	Y
ERR3014405	PRJEB30473	OALL0113	Y	Y
ERR3014406	PRJEB30473	OALL0113	Y	Y
ERR3014407	PRJEB30473	OALL0114	Y	Y
ERR3014408	PRJEB30473	OALL0114	Y	Y
ERR3014409	PRJEB30473	OALL0115	Y	Y
ERR3014410	PRJEB30473	OALL0115	Y	Y
ERR3014411	PRJEB30473	OALL0116	Y	Y
ERR3014412	PRJEB30473	OALL0116	Y	Y
ERR3014413	PRJEB30473	OALL0117	Y	Y
ERR3014414	PRJEB30473	OALL0117	Y	Y
ERR3686542	PRJEB35573	OALH0001	Y	Y
ERR3686543	PRJEB35573	OALH0002	Y	Y
ERR3686544	PRJEB35573	OALH0003	Y	Y
ERR3686545	PRJEB35573	OALH0004	Y	Y
SRR5421617	SRP103198	OAFP0001	Y	Y
SRR5421618	SRP103198	OAFP0002	Y	Y
SRR5421619	SRP103198	OAFP0003	Y	Y
SRR5421620	SRP103198	OAFP0004	Y	Y
SRR5421621	SRP103198	OAFP0005	Y	Y
SRR5421622	SRP103198	OAFP0006	Y	Y
SRR5421623	SRP103198	OAFP0007	Y	Y
SRR5421624	SRP103198	OAFP0008	Y	Y
SRR5421625	SRP103198	OAFP0009	Y	Y
SRR5421626	SRP103198	OAFP0010	Y	Y
SRR5421627	SRP103198	OAFP0011	Y	Y
SRR5421628	SRP103198	OAFP0012	Y	Y
SRR5421629	SRP103198	OAFP0013	Y	Y
SRR5421630	SRP103198	OAFP0014	Y	Y
SRR5421631	SRP103198	OAFP0015	Y	Y
SRR5421632	SRP103198	OAFP0016	Y	Y
SRR5421633	SRP103198	OAFP0017	Y	Y
SRR5421634	SRP103198	OAFP0018	Y	Y
SRR5421635	SRP103198	OAFP0019	Y	Y
SRR5421636	SRP103198	OAFP0020	Y	Y
SRR5421637	SRP103198	OAFP0021	Y	Y
SRR5421638	SRP103198	OAFP0022	Y	Y
SRR5421639	SRP103198	OAFP0023	Y	Y
SRR5421640	SRP103198	OAFP0024	Y	Y
SRR5421641	SRP103198	OAFP0025	Y	Y
SRR5421642	SRP103198	OAFP0026	Y	Y
SRR5421643	SRP103198	OAFP0027	Y	Y
SRR5421644	SRP103198	OAFP0028	Y	Y
SRR5421645	SRP103198	OAFP0029	Y	Y
SRR5421646	SRP103198	OAFP0030	Y	Y
SRR5421647	SRP103198	OAFP0031	Y	Y
SRR5421648	SRP103198	OAFP0032	Y	Y
SRR5421649	SRP103198	OAFP0033	Y	Y
SRR5421650	SRP103198	OAFP0034	Y	Y
SRR5421651	SRP103198	OAFP0035	Y	Y
SRR5421652	SRP103198	OAFP0036	Y	Y
SRR5421653	SRP103198	OAFP0037	Y	Y
SRR5421654	SRP103198	OAFP0038	Y	Y
SRR5421655	SRP103198	OAFP0039	Y	Y
SRR5421656	SRP103198	OAFP0040	Y	Y
SRR5421657	SRP103198	OAFP0041	Y	Y
SRR5421658	SRP103198	OAFP0042	Y	Y
SRR5421659	SRP103198	OAFP0043	Y	Y
SRR5421660	SRP103198	OAFP0044	Y	Y
SRR5421661	SRP103198	OAFP0045	Y	Y
SRR5421662	SRP103198	OAFP0046	Y	Y
SRR5421663	SRP103198	OAFP0047	Y	Y
SRR5421664	SRP103198	OAFP0048	Y	Y
SRR5421665	SRP103198	OAFP0049	Y	Y
SRR5421666	SRP103198	OAFP0050	Y	Y
SRR5421667	SRP103198	OAFP0051	Y	Y
SRR5421668	SRP103198	OAFP0052	Y	Y
SRR5421669	SRP103198	OAFP0053	Y	Y
SRR5421670	SRP103198	OAFP0054	Y	Y
SRR5421671	SRP103198	OAFP0055	Y	Y
SRR5421672	SRP103198	OAFP0056	Y	Y
SRR5421673	SRP103198	OAFP0057	Y	Y
SRR5421674	SRP103198	OAFP0058	Y	Y
SRR5421675	SRP103198	OAFP0059	Y	Y
SRR5421676	SRP103198	OAFP0060	Y	Y
SRR5421677	SRP103198	OAFP0061	Y	Y
SRR5421678	SRP103198	OAFP0062	Y	Y
SRR5421679	SRP103198	OAFP0063	Y	Y
SRR5421680	SRP103198	OAFP0064	Y	Y
SRR5421681	SRP103198	OAFP0065	Y	Y
SRR5421682	SRP103198	OAFP0066	Y	Y
SRR5421683	SRP103198	OAFP0067	Y	Y
SRR5421684	SRP103198	OAFP0068	Y	Y
SRR5421685	SRP103198	OAFP0069	Y	Y
SRR5421686	SRP103198	OAFP0070	Y	Y
SRR5421687	SRP103198	OAFP0071	Y	Y
SRR5421688	SRP103198	OAFP0072	Y	Y
SRR5421689	SRP103198	OAFP0073	Y	Y
SRR5421690	SRP103198	OAFP0074	Y	Y
SRR5421691	SRP103198	OAFP0075	Y	Y
SRR5421692	SRP103198	OAFP0076	Y	Y
SRR5421693	SRP103198	OAFP0077	Y	Y
SRR5421694	SRP103198	OAFP0078	Y	Y
SRR5421695	SRP103198	OAFP0079	Y	Y
SRR5421696	SRP103198	OAFP0080	Y	Y
SRR5421697	SRP103198	OAFP0081	Y	Y
SRR5421698	SRP103198	OAFP0082	Y	Y
SRR5421699	SRP103198	OAFP0083	Y	Y
SRR5421700	SRP103198	OAFP0084	Y	Y
SRR5421701	SRP103198	OAFP0085	Y	Y
SRR5421702	SRP103198	OAFP0086	Y	Y
SRR5421703	SRP103198	OAFP0087	Y	Y
SRR5421704	SRP103198	OAFP0088	Y	Y
SRR5421705	SRP103198	OAFP0089	Y	Y
SRR5421706	SRP103198	OAFP0090	Y	Y
SRR5421707	SRP103198	OAFP0091	Y	Y
SRR5421708	SRP103198	OAFP0092	Y	Y
SRR5421709	SRP103198	OAFP0093	Y	Y
SRR5421710	SRP103198	OAFP0094	Y	Y
SRR5421711	SRP103198	OAFP0095	Y	Y
SRR5421712	SRP103198	OAFP0096	Y	Y
SRR5421713	SRP103198	OAFP0097	Y	Y
SRR5421714	SRP103198	OAFP0098	Y	Y
SRR5421715	SRP103198	OAFP0099	Y	Y
SRR5421716	SRP103198	OAFP0100	Y	Y
SRR5421717	SRP103198	OAFP0101	Y	Y
SRR5421718	SRP103198	OAFP0102	Y	Y
SRR5421719	SRP103198	OAFP0103	Y	Y
SRR5421720	SRP103198	OAFP0104	Y	Y
SRR5421721	SRP103198	OAFP0105	Y	Y
SRR5421722	SRP103198	OAFP0106	Y	Y
SRR5421723	SRP103198	OAFP0107	Y	Y
SRR5421724	SRP103198	OAFP0108	Y	Y
SRR5421725	SRP103198	OAFP0109	Y	Y
SRR5421726	SRP103198	OAFP0110	Y	Y
SRR5421727	SRP103198	OAFP0111	Y	Y
SRR5421728	SRP103198	OAFP0112	Y	Y
SRR5421729	SRP103198	OAFP0113	Y	Y
SRR5421730	SRP103198	OAFP0114	Y	Y
SRR5421731	SRP103198	OAFP0115	Y	Y
SRR5421732	SRP103198	OAFP0116	Y	Y
SRR5421733	SRP103198	OAFP0117	Y	Y
SRR5421734	SRP103198	OAFP0118	Y	Y
SRR5421735	SRP103198	OAFP0119	Y	Y
SRR5421736	SRP103198	OAFP0120	Y	Y
SRR5421737	SRP103198	OAFP0121	Y	Y
SRR5421738	SRP103198	OAFP0122	Y	Y
SRR5421739	SRP103198	OAFP0123	Y	Y
SRR5421740	SRP103198	OAFP0124	Y	Y
SRR5421741	SRP103198	OAFP0125	Y	Y
SRR5421742	SRP103198	OAFP0126	Y	Y
SRR5421743	SRP103198	OAFP0127	Y	Y
SRR5421744	SRP103198	OAFP0128	Y	Y
SRR5421745	SRP103198	OAFP0129	Y	Y
SRR5421746	SRP103198	OAFP0130	Y	Y
SRR5421747	SRP103198	OAFP0131	Y	Y
SRR5421748	SRP103198	OAFP0132	Y	Y
SRR5421749	SRP103198	OAFP0133	Y	Y
SRR5421750	SRP103198	OAFP0134	Y	Y
SRR5421751	SRP103198	OAFP0135	Y	Y
SRR5421752	SRP103198	OAFP0136	Y	Y
SRR5421753	SRP103198	OAFP0137	Y	Y
SRR5421754	SRP103198	OAFP0138	Y	Y
SRR5421755	SRP103198	OAFP0139	Y	Y
SRR5421756	SRP103198	OAFP0140	Y	Y
SRR5421757	SRP103198	OAFP0141	Y	Y
SRR5421758	SRP103198	OAFP0142	Y	Y
SRR5421759	SRP103198	OAFP0143	Y	Y
SRR5421760	SRP103198	OAFP0144	Y	Y
SRR5421761	SRP103198	OAFP0145	Y	Y
SRR5421762	SRP103198	OAFP0146	Y	Y
SRR5421763	SRP103198	OAFP0147	Y	Y
SRR5421764	SRP103198	OAFP0148	Y	Y
SRR5421765	SRP103198	OAFP0149	Y	Y
SRR5421766	SRP103198	OAFP0150	Y	Y
SRR5421767	SRP103198	OAFP0151	Y	Y
SRR5421768	SRP103198	OAFP0152	Y	Y
SRR5421769	SRP103198	OAFP0153	Y	Y
SRR5421770	SRP103198	OAFP0154	Y	Y
SRR5421771	SRP103198	OAFP0155	Y	Y
SRR5421772	SRP103198	OAFP0156	Y	Y
SRR5421773	SRP103198	OAFP0157	Y	Y
SRR5421774	SRP103198	OAFP0158	Y	Y
SRR5421775	SRP103198	OAFP0159	Y	Y
SRR5421776	SRP103198	OAFP0160	Y	Y
SRR5421777	SRP103198	OAFP0161	Y	Y
SRR5421778	SRP103198	OAFP0162	Y	Y
SRR5421779	SRP103198	OAFP0163	Y	Y
SRR5421780	SRP103198	OAFP0164	Y	Y
SRR5421781	SRP103198	OAFP0165	Y	Y
SRR5421782	SRP103198	OAFP0166	Y	Y
SRR5421783	SRP103198	OAFP0167	Y	Y
SRR5421784	SRP103198	OAFP0168	Y	Y
SRR5421785	SRP103198	OAFP0169	Y	Y
A1	FM	OAFM0001	Y	
A2	FM	OAFM0002	Y	
A3	FM	OAFM0003	Y	
A4	FM	OAFM0004	Y	
A5	FM	OAFM0005	Y	
A6	FM	OAFM0006	Y	
P1	FM	OAFM0007	Y	
P2	FM	OAFM0008	Y	
P3	FM	OAFM0009	Y	
R1	FM	OAFM0010	Y	
R2	FM	OAFM0011	Y	
R3	FM	OAFM0012	Y	
R4	FM	OAFM0013	Y	
U1	FM	OAFM0014	Y	
ERR2145368	PRJEB20573	OAML0018	Y	Y
ERR2145369	PRJEB20573	OAML0019	Y	Y
ERR2145370	PRJEB20573	OAML0013	Y	Y
ERR2145371	PRJEB20573	OAML0014	Y	Y
ERR2145372	PRJEB20573	OAML0006	Y	Y
ERR2145373	PRJEB20573	OAML0007	Y	Y
ERR2145374	PRJEB20573	OAML0010	Y	Y
ERR2145375	PRJEB20573	OAML0011	Y	Y
ERR2145376	PRJEB20573	OAML0020	Y	Y
ERR2145377	PRJEB20573	OAML0021	Y	Y
ERR2145378	PRJEB20573	OAML0022	Y	Y
ERR2145379	PRJEB20573	OAML0023	Y	Y
ERR2145380	PRJEB20573	OAML0024	Y	Y
ERR2145381	PRJEB20573	OAML0025	Y	Y
ERR2145382	PRJEB20573	OAML0026	Y	Y
ERR2145383	PRJEB20573	OAML0027	Y	Y
ERR2145384	PRJEB20573	OAML0028	Y	Y
ERR2145385	PRJEB20573	OAML0015	Y	Y
ERR2145386	PRJEB20573	OAML0016	Y	Y
ERR2145387	PRJEB20573	OAML0017	Y	Y
ERR2145388	PRJEB20573	OAML0002	Y	Y
ERR2145389	PRJEB20573	OAML0001	Y	Y
ERR2145390	PRJEB20573	OAML0003	Y	Y
ERR2145391	PRJEB20573	OAML0008	Y	Y
ERR2145392	PRJEB20573	OAML0009	Y	Y
ERR2145393	PRJEB20573	OAML0004	Y	Y
ERR2145394	PRJEB20573	OAML0005	Y	Y
ERR2145395	PRJEB20573	OAML0012	Y	Y
ERR3514856	PRJEB34247	OAHL0001	Y	Y
ERR3514857	PRJEB34247	OAHL0002	Y	Y
ERR3514859	PRJEB34247	OAHL0004	Y	Y
ERR3514862	PRJEB34247	OAHL0007	Y	Y
ERR3514864	PRJEB34247	OAHL0009	Y	Y
ERR3514865	PRJEB34247	OAHL0010	Y	Y
ERR3514868	PRJEB34247	OAHL0013	Y	Y
ERR3514869	PRJEB34247	OAHL0014	Y	Y
ERR3514874	PRJEB34247	OAHL0019	Y	Y
ERR3514875	PRJEB34247	OAHL0020	Y	Y
ERR3514878	PRJEB34247	OAHL0023	Y	Y
ERR3514879	PRJEB34247	OAHL0024	Y	Y
ERR3514881	PRJEB34247	OAHL0026	Y	Y
ERR3514883	PRJEB34247	OAHL0028	Y	Y
ERR3514885	PRJEB34247	OAHL0030	Y	Y
ERR3514886	PRJEB34247	OAHL0031	Y	Y
ERR3514887	PRJEB34247	OAHL0032	Y	Y
ERR3514888	PRJEB34247	OAHL0033	Y	Y
ERR3514892	PRJEB34247	OAHL0038	Y	Y
ERR3514893	PRJEB34247	OAHL0037	Y	Y
ERR3514895	PRJEB34247	OAHL0040	Y	Y
ERR3514897	PRJEB34247	OAHL0042	Y	Y
ERR3514898	PRJEB34247	OAHL0043	Y	Y
ERR3514858	PRJEB34247	OAHL0003	Y	Y
ERR3514860	PRJEB34247	OAHL0005	Y	Y
ERR3514861	PRJEB34247	OAHL0006	Y	Y
ERR3514863	PRJEB34247	OAHL0008	Y	Y
ERR3514866	PRJEB34247	OAHL0011	Y	Y
ERR3514867	PRJEB34247	OAHL0012	Y	Y
ERR3514870	PRJEB34247	OAHL0015	Y	Y
ERR3514871	PRJEB34247	OAHL0016	Y	Y
ERR3514872	PRJEB34247	OAHL0017	Y	Y
ERR3514873	PRJEB34247	OAHL0018	Y	Y
ERR3514876	PRJEB34247	OAHL0021	Y	Y
ERR3514877	PRJEB34247	OAHL0022	Y	Y
ERR3514880	PRJEB34247	OAHL0025	Y	Y
ERR3514882	PRJEB34247	OAHL0027	Y	Y
ERR3514884	PRJEB34247	OAHL0029	Y	Y
ERR3514889	PRJEB34247	OAHL0034	Y	Y
ERR3514890	PRJEB34247	OAHL0035	Y	Y
ERR3514891	PRJEB34247	OAHL0036	Y	Y
ERR3514894	PRJEB34247	OAHL0039	Y	Y
ERR3514896	PRJEB34247	OAHL0041	Y	Y
ERR3514899	PRJEB34247	OAHL0044	Y	Y
SRR8241412	PRJNA506705	OASH0001	Y	Y
SRR8241411	PRJNA506705	OASH0002	Y	Y
SRR8241414	PRJNA506705	OASH0003	Y	Y
SRR8241421	PRJNA506705	OASH0004	Y	Y
SRR8241449	PRJNA506705	OASH0005	Y	Y
SRR8241448	PRJNA506705	OASH0006	Y	Y
SRR8241426	PRJNA506705	OASH0007	Y	Y
SRR8241413	PRJNA506705	OASH0008	Y	Y
SRR8241416	PRJNA506705	OASH0009	Y	Y
SRR8241415	PRJNA506705	OASH0010	Y	Y
SRR8241418	PRJNA506705	OASH0011	Y	Y
SRR8241417	PRJNA506705	OASH0012	Y	Y
SRR8241425	PRJNA506705	OASH0013	Y	Y
SRR8241428	PRJNA506705	OASH0014	Y	Y
SRR8241427	PRJNA506705	OASH0015	Y	Y
SRR8241474	PRJNA506705	OASH0016	Y	Y
SRR8241468	PRJNA506705	OASH0017	Y	Y
SRR8241464	PRJNA506705	OASH0018	Y	Y
SRR8241420	PRJNA506705	OASH0019	Y	Y
SRR8241419	PRJNA506705	OASH0020	Y	Y
SRR8241432	PRJNA506705	OASH0021	Y	Y
SRR8241431	PRJNA506705	OASH0022	Y	Y
SRR8241430	PRJNA506705	OASH0023	Y	Y
SRR8241429	PRJNA506705	OASH0024	Y	Y
SRR8241436	PRJNA506705	OASH0025	Y	Y
SRR8241435	PRJNA506705	OASH0026	Y	Y
SRR8241465	PRJNA506705	OASH0027	Y	Y
SRR8241466	PRJNA506705	OASH0028	Y	Y
SRR8241467	PRJNA506705	OASH0029	Y	Y
SRR8241445	PRJNA506705	OASH0030	Y	Y
SRR8241469	PRJNA506705	OASH0031	Y	Y
SRR8241470	PRJNA506705	OASH0032	Y	Y
SRR8241471	PRJNA506705	OASH0033	Y	Y
SRR8241434	PRJNA506705	OASH0034	Y	Y
SRR8241472	PRJNA506705	OASH0035	Y	Y
SRR8241473	PRJNA506705	OASH0036	Y	Y
SRR8241433	PRJNA506705	OASH0037	Y	Y
SRR8241424	PRJNA506705	OASH0038	Y	Y
SRR8241423	PRJNA506705	OASH0039	Y	Y
SRR8241452	PRJNA506705	OASH0040	Y	Y
SRR8241453	PRJNA506705	OASH0041	Y	Y
SRR8241450	PRJNA506705	OASH0042	Y	Y
SRR8241444	PRJNA506705	OASH0043	Y	Y
SRR8241443	PRJNA506705	OASH0044	Y	Y
SRR8241442	PRJNA506705	OASH0045	Y	Y
SRR8241441	PRJNA506705	OASH0046	Y	Y
SRR8241440	PRJNA506705	OASH0047	Y	Y
SRR8241439	PRJNA506705	OASH0048	Y	Y
SRR8241438	PRJNA506705	OASH0049	Y	Y
SRR8241437	PRJNA506705	OASH0050	Y	Y
SRR8241447	PRJNA506705	OASH0051	Y	Y
SRR8241446	PRJNA506705	OASH0052	Y	Y
SRR8241462	PRJNA506705	OASH0053	Y	Y
SRR8241463	PRJNA506705	OASH0054	Y	Y
SRR8241460	PRJNA506705	OASH0055	Y	Y
SRR8241461	PRJNA506705	OASH0056	Y	Y
SRR8241410	PRJNA506705	OASH0057	Y	Y
SRR8241451	PRJNA506705	OASH0058	Y	Y
SRR8241456	PRJNA506705	OASH0059	Y	Y
SRR8241457	PRJNA506705	OASH0060	Y	Y
SRR8241454	PRJNA506705	OASH0061	Y	Y
SRR8241455	PRJNA506705	OASH0062	Y	Y
SRR8241458	PRJNA506705	OASH0063	Y	Y
SRR8241459	PRJNA506705	OASH0064	Y	Y
SRR8241422	PRJNA506705	OASH0065	Y	Y
ERR2182749	PRJEB23202	OAWN0001	Y	Y
ERR2182750	PRJEB23202	OAWN0002	Y	Y
ERR2182751	PRJEB23202	OAWN0003	Y	Y
ERR2182752	PRJEB23202	OAWN0004	Y	Y
ERR2182753	PRJEB23202	OAWN0005	Y	Y
ERR2182754	PRJEB23202	OAWN0006	Y	Y
ERR2182755	PRJEB23202	OAWN0007	Y	Y
ERR2182756	PRJEB23202	OAWN0008	Y	Y
ERR2182757	PRJEB23202	OAWN0009	Y	Y
ERR2182758	PRJEB23202	OAWN0010	Y	Y
ERR2182759	PRJEB23202	OAWN0011	Y	Y
ERR2182760	PRJEB23202	OAWN0012	Y	Y
ERR2182761	PRJEB23202	OAWN0013	Y	Y
ERR2182762	PRJEB23202	OAWN0014	Y	Y
ERR2182763	PRJEB23202	OAWN0015	Y	Y
ERR2182764	PRJEB23202	OAWN0016	Y	Y
ERR2182765	PRJEB23202	OAWN0017	Y	Y
ERR2182766	PRJEB23202	OAWN0018	Y	Y
ERR2182767	PRJEB23202	OAWN0019	Y	Y
ERR2182768	PRJEB23202	OAWN0020	Y	Y
ERR2182769	PRJEB23202	OAWN0021	Y	Y
ERR2182770	PRJEB23202	OAWN0022	Y	Y
ERR2182771	PRJEB23202	OAWN0023	Y	Y
ERR2182772	PRJEB23202	OAWN0024	Y	Y
SRR12778275	PRJNA667586	OAKA0010	Y	Y
SRR12778276	PRJNA667586	OAKA0009	Y	Y
SRR12778277	PRJNA667586	OAKA0008	Y	Y
SRR12778278	PRJNA667586	OAKA0065	Y	Y
SRR12778279	PRJNA667586	OAKA0064	Y	Y
SRR12778280	PRJNA667586	OAKA0063	Y	Y
SRR12778281	PRJNA667586	OAKA0062	Y	Y
SRR12778282	PRJNA667586	OAKA0061	Y	Y
SRR12778283	PRJNA667586	OAKA0060	Y	Y
SRR12778284	PRJNA667586	OAKA0059	Y	Y
SRR12778285	PRJNA667586	OAKA0058	Y	Y
SRR12778286	PRJNA667586	OAKA0057	Y	Y
SRR12778287	PRJNA667586	OAKA0056	Y	Y
SRR12778288	PRJNA667586	OAKA0007	Y	Y
SRR12778289	PRJNA667586	OAKA0055	Y	Y
SRR12778290	PRJNA667586	OAKA0054	Y	Y
SRR12778291	PRJNA667586	OAKA0053	Y	Y
SRR12778292	PRJNA667586	OAKA0052	Y	Y
SRR12778293	PRJNA667586	OAKA0051	Y	Y
SRR12778294	PRJNA667586	OAKA0050	Y	Y
SRR12778295	PRJNA667586	OAKA0049	Y	Y
SRR12778296	PRJNA667586	OAKA0048	Y	Y
SRR12778297	PRJNA667586	OAKA0047	Y	Y
SRR12778298	PRJNA667586	OAKA0046	Y	Y
SRR12778299	PRJNA667586	OAKA0006	Y	Y
SRR12778300	PRJNA667586	OAKA0045	Y	Y
SRR12778301	PRJNA667586	OAKA0044	Y	Y
SRR12778302	PRJNA667586	OAKA0043	Y	Y
SRR12778303	PRJNA667586	OAKA0042	Y	Y
SRR12778304	PRJNA667586	OAKA0041	Y	Y
SRR12778305	PRJNA667586	OAKA0040	Y	Y
SRR12778306	PRJNA667586	OAKA0039	Y	Y
SRR12778307	PRJNA667586	OAKA0038	Y	Y
SRR12778308	PRJNA667586	OAKA0037	Y	Y
SRR12778309	PRJNA667586	OAKA0036	Y	Y
SRR12778310	PRJNA667586	OAKA0005	Y	Y
SRR12778311	PRJNA667586	OAKA0035	Y	Y
SRR12778312	PRJNA667586	OAKA0034	Y	Y
SRR12778313	PRJNA667586	OAKA0033	Y	Y
SRR12778314	PRJNA667586	OAKA0032	Y	Y
SRR12778315	PRJNA667586	OAKA0031	Y	Y
SRR12778316	PRJNA667586	OAKA0030	Y	Y
SRR12778317	PRJNA667586	OAKA0029	Y	Y
SRR12778318	PRJNA667586	OAKA0028	Y	Y
SRR12778319	PRJNA667586	OAKA0027	Y	Y
SRR12778320	PRJNA667586	OAKA0026	Y	Y
SRR12778321	PRJNA667586	OAKA0004	Y	Y
SRR12778327	PRJNA667586	OAKA0025	Y	Y
SRR12778328	PRJNA667586	OAKA0024	Y	Y
SRR12778329	PRJNA667586	OAKA0023	Y	Y
SRR12778330	PRJNA667586	OAKA0022	Y	Y
SRR12778331	PRJNA667586	OAKA0021	Y	Y
SRR12778332	PRJNA667586	OAKA0003	Y	Y
SRR12778333	PRJNA667586	OAKA0020	Y	Y
SRR12778334	PRJNA667586	OAKA0019	Y	Y
SRR12778335	PRJNA667586	OAKA0018	Y	Y
SRR12778336	PRJNA667586	OAKA0017	Y	Y
SRR12778337	PRJNA667586	OAKA0016	Y	Y
SRR12778338	PRJNA667586	OAKA0015	Y	Y
SRR12778339	PRJNA667586	OAKA0014	Y	Y
SRR12778340	PRJNA667586	OAKA0013	Y	Y
SRR12778341	PRJNA667586	OAKA0012	Y	Y
SRR12778342	PRJNA667586	OAKA0011	Y	Y
SRR12778343	PRJNA667586	OAKA0002	Y	Y
SRR12778344	PRJNA667586	OAKA0001	Y	Y
SRR5124974	PRJNA357372	OAHS0028	Y	Y
SRR5124975	PRJNA357372	OAHS0015	Y	Y
SRR5124976	PRJNA357372	OAHS0014	Y	Y
SRR5124977	PRJNA357372	OAHS0006	Y	Y
SRR5124978	PRJNA357372	OAHS0009	Y	Y
SRR5124979	PRJNA357372	OAHS0025	Y	Y
SRR5124980	PRJNA357372	OAHS0027	Y	Y
SRR5124981	PRJNA357372	OAHS0022	Y	Y
SRR5124982	PRJNA357372	OAHS0010	Y	Y
SRR5124983	PRJNA357372	OAHS0003	Y	Y
SRR5124984	PRJNA357372	OAHS0016	Y	Y
SRR5124985	PRJNA357372	OAHS0004	Y	Y
SRR5124986	PRJNA357372	OAHS0018	Y	Y
SRR5124987	PRJNA357372	OAHS0008	Y	Y
SRR5124988	PRJNA357372	OAHS0013	Y	Y
SRR5124989	PRJNA357372	OAHS0019	Y	Y
SRR5124990	PRJNA357372	OAHS0017	Y	Y
SRR5124991	PRJNA357372	OAHS0021	Y	Y
SRR5124992	PRJNA357372	OAHS0026	Y	Y
SRR5124993	PRJNA357372	OAHS0029	Y	Y
SRR5124994	PRJNA357372	OAHS0023	Y	Y
