library	run	sample	include	is_sra
SRR1946431	PRJNA273563	OAKG9874	Y	Y
SRR1946432	PRJNA273563	OAKG9875	Y	Y
SRR1946433	PRJNA273563	OAKG9876	Y	Y
SRR1946434	PRJNA273563	OAKG9877	Y	Y
SRR1946435	PRJNA273563	OAKG9878	Y	Y
SRR1946436	PRJNA273563	OAKG9879	Y	Y
SRR1946437	PRJNA273563	OAKG9880	Y	Y
SRR1946438	PRJNA273563	OAKG9881	Y	Y
SRR1946439	PRJNA273563	OAKG9882	Y	Y
SRR1946440	PRJNA273563	OAKG9883	Y	Y
SRR1946441	PRJNA273563	OAKG9885	Y	Y
SRR1946442	PRJNA273563	OAKG9886	Y	Y
SRR1946443	PRJNA273563	OAKG9887	Y	Y
SRR1946444	PRJNA273563	OAKG9888	Y	Y
SRR1946445	PRJNA273563	OAKG9890	Y	Y
SRR1946446	PRJNA273563	OAKG9891	Y	Y
SRR1946447	PRJNA273563	OAKG9892	Y	Y
SRR1946448	PRJNA273563	OAKG9894	Y	Y
SRR1946449	PRJNA273563	OAKG9895	Y	Y
SRR1946450	PRJNA273563	OAKG9897	Y	Y
SRR1946451	PRJNA273563	OAKG9898	Y	Y
SRR1946452	PRJNA273563	OAKG9899	Y	Y
SRR1946453	PRJNA273563	OAKG9900	Y	Y
SRR1946454	PRJNA273563	OAKG9901	Y	Y
SRR1946455	PRJNA273563	OAKG9902	Y	Y
SRR1946456	PRJNA273563	OAKG9903	Y	Y
SRR1946457	PRJNA273563	OAKG9904	Y	Y
SRR1946458	PRJNA273563	OAKG9905	Y	Y
SRR1946459	PRJNA273563	OAKG9906	Y	Y
SRR1946460	PRJNA273563	OAKG9908	Y	Y
SRR1946461	PRJNA273563	OAKG9909	Y	Y
SRR1946462	PRJNA273563	OAKG9910	Y	Y
SRR1946463	PRJNA273563	OAKG9911	Y	Y
SRR1946464	PRJNA273563	OAKG9912	Y	Y
SRR1946465	PRJNA273563	OAKG9914	Y	Y
SRR1946466	PRJNA273563	OAKG9915	Y	Y
SRR1946467	PRJNA273563	OAKG9917	Y	Y
SRR1946468	PRJNA273563	OAKG9918	Y	Y
SRR1946469	PRJNA273563	OAKG9920	Y	Y
SRR1946470	PRJNA273563	OAKG9921	Y	Y
SRR1946471	PRJNA273563	OAKG9924	Y	Y
SRR1946472	PRJNA273563	OAKG9925	Y	Y
SRR1946473	PRJNA273563	OAKG9926	Y	Y
SRR1946474	PRJNA273563	OAKG9927	Y	Y
SRR1946475	PRJNA273563	OAKG9928	Y	Y
SRR1946476	PRJNA273563	OAKG9929	Y	Y
SRR1946477	PRJNA273563	OAKG9930	Y	Y
SRR1946478	PRJNA273563	OAKG9932	Y	Y
SRR1946479	PRJNA273563	OAKG9933	Y	Y
SRR1946480	PRJNA273563	OAKG9935	Y	Y
SRR1946481	PRJNA273563	OAKG9937	Y	Y
SRR1946482	PRJNA273563	OAKG9938	Y	Y
SRR1946483	PRJNA273563	OAKG9939	Y	Y
SRR1946484	PRJNA273563	OAKG9941	Y	Y
SRR1946485	PRJNA273563	OAKG9942	Y	Y
SRR1946486	PRJNA273563	OAKG9943	Y	Y
SRR1946487	PRJNA273563	OAKG9944	Y	Y
SRR1946488	PRJNA273563	OAKG9945	Y	Y
SRR1946489	PRJNA273563	OAKG9946	Y	Y
SRR1946490	PRJNA273563	OAKG9947	Y	Y
SRR1946491	PRJNA273563	OAKG9948	Y	Y
SRR1946492	PRJNA273563	OAKG9949	Y	Y
SRR1946493	PRJNA273563	OAKG9950	Y	Y
SRR1946494	PRJNA273563	OAKG9951	Y	Y
SRR1946495	PRJNA273563	OAKG9952	Y	Y
SRR1946496	PRJNA273563	OAKG9953	Y	Y
SRR1946497	PRJNA273563	OAKG9955	Y	Y
SRR1946498	PRJNA273563	OAKG9956	Y	Y
SRR1946499	PRJNA273563	OAKG9957	Y	Y
SRR1946500	PRJNA273563	OAKG9958	Y	Y
SRR1946501	PRJNA273563	OAKG9959	Y	Y
SRR1946502	PRJNA273563	OAKG9960	Y	Y
SRR1946503	PRJNA273563	OAKG9962	Y	Y
SRR1946504	PRJNA273563	OAKG9963	Y	Y
SRR1946505	PRJNA273563	OAKG9964	Y	Y
SRR1946506	PRJNA273563	OAKG9965	Y	Y
SRR1946507	PRJNA273563	OAKG9966	Y	Y
SRR1946508	PRJNA273563	OAKG9968	Y	Y
SRR1946509	PRJNA273563	OAKG9969	Y	Y
SRR1946510	PRJNA273563	OAKG9970	Y	Y
SRR1946511	PRJNA273563	OAKG9971	Y	Y
SRR1946512	PRJNA273563	OAKG9972	Y	Y
SRR1946513	PRJNA273563	OAKG9973	Y	Y
SRR1946514	PRJNA273563	OAKG9974	Y	Y
SRR1946515	PRJNA273563	OAKG9975	Y	Y
SRR1946516	PRJNA273563	OAKG9976	Y	Y
SRR1946517	PRJNA273563	OAKG9978	Y	Y
SRR1946518	PRJNA273563	OAKG9979	Y	Y
SRR1946519	PRJNA273563	OAKG9980	Y	Y
SRR1946520	PRJNA273563	OAKG9981	Y	Y
SRR1946521	PRJNA273563	OAKG9982	Y	Y
SRR1946522	PRJNA273563	OAKG9983	Y	Y
SRR1946523	PRJNA273563	OAKG9984	Y	Y
SRR1946524	PRJNA273563	OAKG9985	Y	Y
SRR1946525	PRJNA273563	OAKG9986	Y	Y
SRR1946526	PRJNA273563	OAKG9987	Y	Y
SRR1946527	PRJNA273563	OAKG9988	Y	Y
SRR1946528	PRJNA273563	OAKG9990	Y	Y
SRR1946529	PRJNA273563	OAKG9991	Y	Y
SRR1946530	PRJNA273563	OAKG9993	Y	Y
SRR1946531	PRJNA273563	OAKG9995	Y	Y
SRR1946532	PRJNA273563	OAKG9996	Y	Y
SRR1946533	PRJNA273563	OAKG9997	Y	Y
SRR1946534	PRJNA273563	OAKG9998	Y	Y
SRR1946535	PRJNA273563	OAKG9999	Y	Y
SRR1946536	PRJNA273563	OAKG10001	Y	Y
SRR1946537	PRJNA273563	OAKG10002	Y	Y
SRR1946538	PRJNA273563	OAKG10004	Y	Y
SRR1946539	PRJNA273563	OAKG10005		Y
SRR1946540	PRJNA273563	OAKG10006	Y	Y
SRR1946541	PRJNA273563	OAKG10008	Y	Y
SRR1946542	PRJNA273563	OAKG10009	Y	Y
SRR1946543	PRJNA273563	OAKG10010	Y	Y
SRR1946544	PRJNA273563	OAKG10011	Y	Y
SRR1946545	PRJNA273563	OAKG10012	Y	Y
SRR1946546	PRJNA273563	OAKG10013	Y	Y
SRR1946547	PRJNA273563	OAKG10014	Y	Y
SRR1946548	PRJNA273563	OAKG10015	Y	Y
SRR1946549	PRJNA273563	OAKG10017	Y	Y
SRR1946550	PRJNA273563	OAKG10018	Y	Y
SRR1946551	PRJNA273563	OAKG10020	Y	Y
SRR1946552	PRJNA273563	OAKG10022	Y	Y
SRR1946553	PRJNA273563	OAKG10023	Y	Y
SRR1946554	PRJNA273563	OAKG10027	Y	Y
SRR1946555	PRJNA273563	OAKG14312	Y	Y
SRR1946556	PRJNA273563	OAKG14313	Y	Y
SRR1946557	PRJNA273563	OAKG14314	Y	Y
SRR1946558	PRJNA273563	OAKG14315	Y	Y
SRR1946559	PRJNA273563	OAKG14318	Y	Y
SRR1946560	PRJNA273563	OAKG14319	Y	Y
SRR1946561	PRJNA273563	OAKG15560	Y	Y
SRR1946562	PRJNA273563	OAKG15591	Y	Y
SRR1946563	PRJNA273563	OAKG15592	Y	Y
SRR1946564	PRJNA273563	OAKG15593	Y	Y
SRR1946565	PRJNA273563	OAKG18694	Y	Y
SRR1946566	PRJNA273563	OAKG18696	Y	Y
SRR1946567	PRJNA273563	OAKG19949	Y	Y
SRR1946568	PRJNA273563	OAKG19950	Y	Y
SRR1946569	PRJNA273563	OAKG19951	Y	Y
9939	CR	OACR9939	Y	
9941	CR	OACR9941	Y	
9942	CR	OACR9942	Y	
9943	CR	OACR9943	Y	
9944	CR	OACR9944	Y	
9945	CR	OACR9945	Y	
9946	CR	OACR9946	Y	
9947	CR	OACR9947	Y	
9949	CR	OACR9949	Y	
9950	CR	OACR9950	Y	
9951	CR	OACR9951	Y	
9953	CR	OACR9953	Y	
9955	CR	OACR9955	Y	
9957	CR	OACR9957	Y	
9959	CR	OACR9959	Y	
9960	CR	OACR9960	Y	
9962	CR	OACR9962	Y	
9963	CR	OACR9963	Y	
9965	CR	OACR9965	Y	
9966	CR	OACR9966	Y	
9968	CR	OACR9968	Y	
9969	CR	OACR9969	Y	
9970	CR	OACR9970	Y	
9971	CR	OACR9971	Y	
9975	CR	OACR9975	Y	
9976	CR	OACR9976	Y	
9980	CR	OACR9980	Y	
9982	CR	OACR9982	Y	
9983	CR	OACR9983	Y	
9984	CR	OACR9984	Y	
9985	CR	OACR9985	Y	
9986	CR	OACR9986	Y	
9987	CR	OACR9987	Y	
9988	CR	OACR9988	Y	
9990	CR	OACR9990	Y	
9993	CR	OACR9993	Y	
9996	CR	OACR9996	Y	
9997	CR	OACR9997	Y	
9998	CR	OACR9998	Y	
9999	CR	OACR9999	Y	
10001	CR	OACR10001	Y	
10002	CR	OACR10002	Y	
10004	CR	OACR10004	Y	
10005	CR	OACR10005	Y	
10006	CR	OACR10006	Y	
10008	CR	OACR10008	Y	
10009	CR	OACR10009	Y	
10010	CR	OACR10010	Y	
10011	CR	OACR10011	Y	
10012	CR	OACR10012	Y	
10013	CR	OACR10013	Y	
10014	CR	OACR10014	Y	
10015	CR	OACR10015	Y	
10017	CR	OACR10017	Y	
10018	CR	OACR10018	Y	
ERR2026741	PRJEB19780	OAAF0001	Y	Y
ERR2026742	PRJEB19780	OAAF0002	Y	Y
ERR2026744	PRJEB19780	OAAF0003	Y	Y
ERR2026743	PRJEB19780	OAAF0004	Y	Y
ERR2026745	PRJEB19780	OAAF0005	Y	Y
ERR2026746	PRJEB19780	OAAF0006	Y	Y
ERR2026753	PRJEB19780	OAAF0007	Y	Y
ERR2026747	PRJEB19780	OAAF0008	Y	Y
ERR2026748	PRJEB19780	OAAF0009	Y	Y
ERR2026754	PRJEB19780	OAAF0010	Y	Y
ERR2026749	PRJEB19780	OAAF0011	Y	Y
ERR2026750	PRJEB19780	OAAF0012	Y	Y
ERR2026751	PRJEB19780	OAAF0013	Y	Y
ERR2026752	PRJEB19780	OAAF0014	Y	Y
ERR2026756	PRJEB19780	OAAF0015	Y	Y
ERR2026755	PRJEB19780	OAAF0016	Y	Y
ERR2026759	PRJEB19780	OAAF0017	Y	Y
ERR2026757	PRJEB19780	OAAF0018	Y	Y
ERR2026758	PRJEB19780	OAAF0019	Y	Y
ERR2026762	PRJEB19780	OAAF0020	Y	Y
ERR2026760	PRJEB19780	OAAF0021	Y	Y
ERR2026761	PRJEB19780	OAAF0022	Y	Y
ERR2026764	PRJEB19780	OAAF0023	Y	Y
ERR2026763	PRJEB19780	OAAF0024	Y	Y
ERR2026768	PRJEB19780	OAAF0025	Y	Y
ERR2026765	PRJEB19780	OAAF0026	Y	Y
ERR2026766	PRJEB19780	OAAF0027	Y	Y
ERR2026767	PRJEB19780	OAAF0028	Y	Y
ERR2026770	PRJEB19780	OAAF0029	Y	Y
ERR2026769	PRJEB19780	OAAF0030	Y	Y
ERR2026772	PRJEB19780	OAAF0031	Y	Y
ERR2026771	PRJEB19780	OAAF0032	Y	Y
ERR2026773	PRJEB19780	OAAF0033	Y	Y
ERR2026774	PRJEB19780	OAAF0034	Y	Y
ERR2026776	PRJEB19780	OAAF0035	Y	Y
ERR2026775	PRJEB19780	OAAF0036	Y	Y
ERR2026777	PRJEB19780	OAAF0037	Y	Y
ERR2026778	PRJEB19780	OAAF0038	Y	Y
ERR2026784	PRJEB19780	OAAF0039	Y	Y
ERR2026779	PRJEB19780	OAAF0040	Y	Y
ERR2026780	PRJEB19780	OAAF0041	Y	Y
ERR2026781	PRJEB19780	OAAF0042	Y	Y
ERR2026782	PRJEB19780	OAAF0043	Y	Y
ERR2026783	PRJEB19780	OAAF0044	Y	Y
ERR2026791	PRJEB19780	OAAF0045	Y	Y
ERR2026785	PRJEB19780	OAAF0046	Y	Y
ERR2026786	PRJEB19780	OAAF0047	Y	Y
ERR2026787	PRJEB19780	OAAF0048	Y	Y
ERR2026788	PRJEB19780	OAAF0048	Y	Y
ERR2026789	PRJEB19780	OAAF0049	Y	Y
ERR2026790	PRJEB19780	OAAF0050	Y	Y
ERR2026796	PRJEB19780	OAAF0051	Y	Y
ERR2026792	PRJEB19780	OAAF0052	Y	Y
ERR2026793	PRJEB19780	OAAF0053	Y	Y
ERR2026794	PRJEB19780	OAAF0054	Y	Y
ERR2026795	PRJEB19780	OAAF0055	Y	Y
ERR2026797	PRJEB19780	OAAF0056	Y	Y
ERR2026804	PRJEB19780	OAAF0057	Y	Y
ERR2026798	PRJEB19780	OAAF0058	Y	Y
ERR2026799	PRJEB19780	OAAF0059	Y	Y
ERR2026801	PRJEB19780	OAAF0060	Y	Y
ERR2026800	PRJEB19780	OAAF0061	Y	Y
ERR2026802	PRJEB19780	OAAF0062	Y	Y
ERR2026803	PRJEB19780	OAAF0063	Y	Y
ERR2026739	PRJEB19780	OAAF0065		Y
ERR2026740	PRJEB19780	OAAF0066		Y
ERR2026810	PRJEB19780	OAAF0067	Y	Y
ERR2026805	PRJEB19780	OAAF0069	Y	Y
ERR2026806	PRJEB19780	OAAF0070	Y	Y
ERR2026807	PRJEB19780	OAAF0071	Y	Y
ERR2026808	PRJEB19780	OAAF0072	Y	Y
ERR3966323	PRJEB19780	OAAF0072	Y	Y
ERR2026809	PRJEB19780	OAAF0073	Y	Y
ERR3966324	PRJEB19780	OAAF0073	Y	Y
ERR2026811	PRJEB19780	OAAF0074	Y	Y
ERR3966325	PRJEB19780	OAAF0074	Y	Y
ERR2026812	PRJEB19780	OAAF0075	Y	Y
ERR3966326	PRJEB19780	OAAF0075	Y	Y
ERR2026813	PRJEB19780	OAAF0076	Y	Y
ERR1995207	PRJEB9862	OAAR0003	Y	Y
ERR1995208	PRJEB9862	OAAR0004	Y	Y
ERR1995209	PRJEB9862	OAAR0005	Y	Y
ERR1995210	PRJEB9862	OAAR0006	Y	Y
SRR2183387	PRJNA293798	OACN0001	Y	Y
SRR2189709	PRJNA293798	OACN0002	Y	Y
SRR2189710	PRJNA293798	OACN0003	Y	Y
SRR2189712	PRJNA293798	OACN0004	Y	Y
SRR2189711	PRJNA293798	OACN0005	Y	Y
SRR6414607	PRJNA293798	OACN0006	Y	Y
SRR6414606	PRJNA293798	OACN0007	Y	Y
SRR6414605	PRJNA293798	OACN0008	Y	Y
SRR2189713	PRJNA293798	OACN0009	Y	Y
SRR2189714	PRJNA293798	OACN0010	Y	Y
SRR2189716	PRJNA293798	OACN0011	Y	Y
SRR2189717	PRJNA293798	OACN0012	Y	Y
SRR2189718	PRJNA293798	OACN0013	Y	Y
SRR2189719	PRJNA293798	OACN0014	Y	Y
SRR2189720	PRJNA293798	OACN0015	Y	Y
SRR2204160	PRJNA293798	OACN0016	Y	Y
SRR2204161	PRJNA293798	OACN0017	Y	Y
SRR2204162	PRJNA293798	OACN0018	Y	Y
SRR6414604	PRJNA293798	OACN0019	Y	Y
SRR2204163	PRJNA293798	OACN0020	Y	Y
SRR2204164	PRJNA293798	OACN0021	Y	Y
SRR2204165	PRJNA293798	OACN0022	Y	Y
SRR2204166	PRJNA293798	OACN0023	Y	Y
SRR6414611	PRJNA293798	OACN0024	Y	Y
SRR2204167	PRJNA293798	OACN0025	Y	Y
SRR2204168	PRJNA293798	OACN0026	Y	Y
SRR2204169	PRJNA293798	OACN0027	Y	Y
SRR2204170	PRJNA293798	OACN0028	Y	Y
SRR2204171	PRJNA293798	OACN0029	Y	Y
SRR2204172	PRJNA293798	OACN0030	Y	Y
SRR6414610	PRJNA293798	OACN0031	Y	Y
SRR2204173	PRJNA293798	OACN0032	Y	Y
SRR2204174	PRJNA293798	OACN0033	Y	Y
SRR2204175	PRJNA293798	OACN0034	Y	Y
SRR2204176	PRJNA293798	OACN0035	Y	Y
SRR2204177	PRJNA293798	OACN0036	Y	Y
SRR2204178	PRJNA293798	OACN0037	Y	Y
SRR2204179	PRJNA293798	OACN0038	Y	Y
SRR2204626	PRJNA293798	OACN0039	Y	Y
SRR6414609	PRJNA293798	OACN0040	Y	Y
SRR2204180	PRJNA293798	OACN0041	Y	Y
SRR2204189	PRJNA293798	OACN0042	Y	Y
SRR2204238	PRJNA293798	OACN0043	Y	Y
SRR2204239	PRJNA293798	OACN0044	Y	Y
SRR2204264	PRJNA293798	OACN0045	Y	Y
SRR2204313	PRJNA293798	OACN0046	Y	Y
SRR2204314	PRJNA293798	OACN0047	Y	Y
SRR2204315	PRJNA293798	OACN0048	Y	Y
SRR2204316	PRJNA293798	OACN0049	Y	Y
SRR2204703	PRJNA293798	OACN0050	Y	Y
SRR2204317	PRJNA293798	OACN0051	Y	Y
SRR2204318	PRJNA293798	OACN0052	Y	Y
SRR2204319	PRJNA293798	OACN0053	Y	Y
SRR2204320	PRJNA293798	OACN0054	Y	Y
SRR2204321	PRJNA293798	OACN0055	Y	Y
SRR2204322	PRJNA293798	OACN0056	Y	Y
SRR2204323	PRJNA293798	OACN0057	Y	Y
SRR2204324	PRJNA293798	OACN0058	Y	Y
SRR2204325	PRJNA293798	OACN0059	Y	Y
SRR2204326	PRJNA293798	OACN0060	Y	Y
SRR2204704	PRJNA293798	OACN0061	Y	Y
SRR2204327	PRJNA293798	OACN0062	Y	Y
SRR2204328	PRJNA293798	OACN0063	Y	Y
SRR2204329	PRJNA293798	OACN0064	Y	Y
SRR2204330	PRJNA293798	OACN0065	Y	Y
SRR2204331	PRJNA293798	OACN0066	Y	Y
SRR2204332	PRJNA293798	OACN0067	Y	Y
SRR2204333	PRJNA293798	OACN0068	Y	Y
SRR2204334	PRJNA293798	OACN0069	Y	Y
SRR2204335	PRJNA293798	OACN0070	Y	Y
SRR2204336	PRJNA293798	OACN0071	Y	Y
SRR6414608	PRJNA293798	OACN0072	Y	Y
SRR2204337	PRJNA293798	OACN0073	Y	Y
SRR2204345	PRJNA293798	OACN0074	Y	Y
SRR2204338	PRJNA293798	OACN0075	Y	Y
SRR2204339	PRJNA293798	OACN0076	Y	Y
SRR2204341	PRJNA293798	OACN0077	Y	Y
SRR2204340	PRJNA293798	OACN0078	Y	Y
SRR2204342	PRJNA293798	OACN0079	Y	Y
SRR2204343	PRJNA293798	OACN0080	Y	Y
SRR2204346	PRJNA293798	OACN0081	Y	Y
SRR2204347	PRJNA293798	OACN0082	Y	Y
SRR2204348	PRJNA293798	OACN0083	Y	Y
SRR2204349	PRJNA293798	OACN0084	Y	Y
SRR2204578	PRJNA293798	OACN0085	Y	Y
SRR6414603	PRJNA293798	OACN0086	Y	Y
SRR2204577	PRJNA293798	OACN0087	Y	Y
SRR2204350	PRJNA293798	OACN0088	Y	Y
SRR2204579	PRJNA293798	OACN0089	Y	Y
SRR2204581	PRJNA293798	OACN0090	Y	Y
SRR2204582	PRJNA293798	OACN0091	Y	Y
SRR2204583	PRJNA293798	OACN0092	Y	Y
SRR2204584	PRJNA293798	OACN0093	Y	Y
SRR2204585	PRJNA293798	OACN0094	Y	Y
SRR2204586	PRJNA293798	OACN0095	Y	Y
SRR2204587	PRJNA293798	OACN0096	Y	Y
SRR2204588	PRJNA293798	OACN0097	Y	Y
SRR2204589	PRJNA293798	OACN0098	Y	Y
SRR2204590	PRJNA293798	OACN0099	Y	Y
SRR6414602	PRJNA293798	OACN0100	Y	Y
SRR6414615	PRJNA293798	OACN0101	Y	Y
SRR6414614	PRJNA293798	OACN0102	Y	Y
SRR6414617	PRJNA293798	OACN0103	Y	Y
SRR6414616	PRJNA293798	OACN0104	Y	Y
SRR6414619	PRJNA293798	OACN0105	Y	Y
SRR6414618	PRJNA293798	OACN0106	Y	Y
SRR6414621	PRJNA293798	OACN0107	Y	Y
SRR6414620	PRJNA293798	OACN0108	Y	Y
SRR6414613	PRJNA293798	OACN0109	Y	Y
SRR6414612	PRJNA293798	OACN0110	Y	Y
SRR6414598	PRJNA293798	OACN0111	Y	Y
SRR6414599	PRJNA293798	OACN0112	Y	Y
SRR6414600	PRJNA293798	OACN0113	Y	Y
SRR6414601	PRJNA293798	OACN0114	Y	Y
SRR6414595	PRJNA293798	OACN0115		Y
SRR6414596	PRJNA293798	OACN0116	Y	Y
SRR6414597	PRJNA293798	OACN0117	Y	Y
SRR2204592	PRJNA293798	OACN0118	Y	Y
SRR8240169	PRJNA506760	OACT0001	Y	Y
SRR8240170	PRJNA506760	OACT0002	Y	Y
SRR8240171	PRJNA506760	OACT0003	Y	Y
SRR8240172	PRJNA506760	OACT0004	Y	Y
SRR8240173	PRJNA506760	OACT0005	Y	Y
SRR8240174	PRJNA506760	OACT0006	Y	Y
SRR8240175	PRJNA506760	OACT0007	Y	Y
SRR8240176	PRJNA506760	OACT0008	Y	Y
SRR8240177	PRJNA506760	OACT0009	Y	Y
SRR8240178	PRJNA506760	OACT0010	Y	Y
SRR8240179	PRJNA506760	OACT0011	Y	Y
SRR8240180	PRJNA506760	OACT0012	Y	Y
SRR8240181	PRJNA506760	OACT0013	Y	Y
SRR8240182	PRJNA506760	OACT0014	Y	Y
SRR8240183	PRJNA506760	OACT0015	Y	Y
SRR8240184	PRJNA506760	OACT0016	Y	Y
SRR8240185	PRJNA506760	OACT0017	Y	Y
SRR8240186	PRJNA506760	OACT0018	Y	Y
SRR8240187	PRJNA506760	OACT0019	Y	Y
SRR8240188	PRJNA506760	OACT0020	Y	Y
SRR8240189	PRJNA506760	OACT0021	Y	Y
SRR8240190	PRJNA506760	OACT0022	Y	Y
SRR8240191	PRJNA506760	OACT0023	Y	Y
SRR8240192	PRJNA506760	OACT0024	Y	Y
SRR8240193	PRJNA506760	OACT0025	Y	Y
SRR8240194	PRJNA506760	OACT0026	Y	Y
SRR8240195	PRJNA506760	OACT0027	Y	Y
SRR8240196	PRJNA506760	OACT0028	Y	Y
SRR8240197	PRJNA506760	OACT0029	Y	Y
SRR8240198	PRJNA506760	OACT0030	Y	Y
SRR8240199	PRJNA506760	OACT0031	Y	Y
SRR8240200	PRJNA506760	OACT0032	Y	Y
SRR8240201	PRJNA506760	OACT0033	Y	Y
SRR8240202	PRJNA506760	OACT0034	Y	Y
SRR8240203	PRJNA506760	OACT0035	Y	Y
SRR8240204	PRJNA506760	OACT0036	Y	Y
SRR8240205	PRJNA506760	OACT0037	Y	Y
SRR8240206	PRJNA506760	OACT0038	Y	Y
SRR8240207	PRJNA506760	OACT0039	Y	Y
SRR8240208	PRJNA506760	OACT0040	Y	Y
SRR8240209	PRJNA506760	OACT0041	Y	Y
SRR8240210	PRJNA506760	OACT0042	Y	Y
SRR8240211	PRJNA506760	OACT0043	Y	Y
SRR8240212	PRJNA506760	OACT0044	Y	Y
SRR8240213	PRJNA506760	OACT0045	Y	Y
SRR8240214	PRJNA506760	OACT0046	Y	Y
SRR8240215	PRJNA506760	OACT0047	Y	Y
SRR8240222	PRJNA506760	OACT0048	Y	Y
SRR8240223	PRJNA506760	OACT0049	Y	Y
SRR8240224	PRJNA506760	OACT0050	Y	Y
SRR8240225	PRJNA506760	OACT0051	Y	Y
SRR8240226	PRJNA506760	OACT0052	Y	Y
SRR8240227	PRJNA506760	OACT0053	Y	Y
SRR8240228	PRJNA506760	OACT0054	Y	Y
SRR8240229	PRJNA506760	OACT0055	Y	Y
SRR8240230	PRJNA506760	OACT0056	Y	Y
SRR8240231	PRJNA506760	OACT0057	Y	Y
SRR8240232	PRJNA506760	OACT0058	Y	Y
SRR8240233	PRJNA506760	OACT0059	Y	Y
SRR8240234	PRJNA506760	OACT0060	Y	Y
SRR8240235	PRJNA506760	OACT0061	Y	Y
SRR8240236	PRJNA506760	OACT0062	Y	Y
SRR8240237	PRJNA506760	OACT0063	Y	Y
SRR8240238	PRJNA506760	OACT0064	Y	Y
SRR8240239	PRJNA506760	OACT0065	Y	Y
SRR8240240	PRJNA506760	OACT0066	Y	Y
SRR8240241	PRJNA506760	OACT0067	Y	Y
SRR8240242	PRJNA506760	OACT0068	Y	Y
SRR8240243	PRJNA506760	OACT0069	Y	Y
SRR8240244	PRJNA506760	OACT0070	Y	Y
SRR8240245	PRJNA506760	OACT0071	Y	Y
SRR8240246	PRJNA506760	OACT0072	Y	Y
SRR8240249	PRJNA506760	OACT0073	Y	Y
SRR1756969	PRJNA272567	OATB0001	Y	Y
SRR14458670	PRJNA727818	OAKR0001	Y	Y
DRR013372	PRJDB1393	OANK0001	Y	Y
DRR013373	PRJDB1393	OANK0001		Y
DRR013374	PRJDB1393	OANK0001	Y	Y
DRR013375	PRJDB1392	OANK0002	Y	Y
DRR013376	PRJDB1392	OANK0002	Y	Y
DRR013377	PRJDB1392	OANK0002	Y	Y
DRR013378	PRJDB1392	OANK0002	Y	Y
DRR013379	PRJDB1392	OANK0002	Y	Y
DRR013380	PRJDB1392	OANK0002	Y	Y
DRR054584	PRJDB4504	OANK0007	Y	Y
SRR3111448	PRJNA284572	OANK0009	Y	Y
SRR3111447	PRJNA284572	OANK0010	Y	Y
SRR3111446	PRJNA284572	OANK0011	Y	Y
SRR3111445	PRJNA284572	OANK0012	Y	Y
SRR3111444	PRJNA284572	OANK0013	Y	Y
SRR3111443	PRJNA284572	OANK0014	Y	Y
SRR3111442	PRJNA284572	OANK0015	Y	Y
SRR3111441	PRJNA284572	OANK0016	Y	Y
SRR3111440	PRJNA284572	OANK0017	Y	Y
SRR3111439	PRJNA284572	OANK0018	Y	Y
SRR3111438	PRJNA284572	OANK0019	Y	Y
SRR3111437	PRJNA284572	OANK0020	Y	Y
SRR3111436	PRJNA284572	OANK0021	Y	Y
SRR3111435	PRJNA284572	OANK0022	Y	Y
SRR3111434	PRJNA284572	OANK0023	Y	Y
SRR2040797	PRJNA284572	OANK0024	Y	Y
SRR2040796	PRJNA284572	OANK0025	Y	Y
SRR2040794	PRJNA284572	OANK0026	Y	Y
SRR2040802	PRJNA284572	OANK0027	Y	Y
SRR2040793	PRJNA284572	OANK0028	Y	Y
SRR2040795	PRJNA284572	OANK0029	Y	Y
SRR2040819	PRJNA284572	OANK0030	Y	Y
SRR2040828	PRJNA284572	OANK0031	Y	Y
SRR2040834	PRJNA284572	OANK0032	Y	Y
SRR2040833	PRJNA284572	OANK0033	Y	Y
SRR2040831	PRJNA284572	OANK0034	Y	Y
SRR2040832	PRJNA284572	OANK0035	Y	Y
SRR2040830	PRJNA284572	OANK0036	Y	Y
SRR2040829	PRJNA284572	OANK0037	Y	Y
SRR2040827	PRJNA284572	OANK0038	Y	Y
SRR2040826	PRJNA284572	OANK0039	Y	Y
SRR2040824	PRJNA284572	OANK0040	Y	Y
SRR2040825	PRJNA284572	OANK0041	Y	Y
SRR2040823	PRJNA284572	OANK0042	Y	Y
SRR2040822	PRJNA284572	OANK0043	Y	Y
SRR2040820	PRJNA284572	OANK0044	Y	Y
SRR2040821	PRJNA284572	OANK0045	Y	Y
SRR2040818	PRJNA284572	OANK0046	Y	Y
SRR2040816	PRJNA284572	OANK0047	Y	Y
SRR2040815	PRJNA284572	OANK0048	Y	Y
SRR2040813	PRJNA284572	OANK0049	Y	Y
SRR2040814	PRJNA284572	OANK0050	Y	Y
SRR2040812	PRJNA284572	OANK0051	Y	Y
SRR2040811	PRJNA284572	OANK0052	Y	Y
SRR2040817	PRJNA284572	OANK0053	Y	Y
SRR2040810	PRJNA284572	OANK0054	Y	Y
SRR2040809	PRJNA284572	OANK0055	Y	Y
SRR2040807	PRJNA284572	OANK0056	Y	Y
SRR2040806	PRJNA284572	OANK0057	Y	Y
SRR2040808	PRJNA284572	OANK0058	Y	Y
SRR2040805	PRJNA284572	OANK0059	Y	Y
SRR2040803	PRJNA284572	OANK0060	Y	Y
SRR2040804	PRJNA284572	OANK0061	Y	Y
